ProductID,Category,SubCategory,ProductName,Sale,Cost
10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375,328
10002335,Technology,Accessories,Logitech Media Keyboard K200,83,59
10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482,322
10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2,2
10004757,Office Supplies,Art,Crayola Colored Pencils,2,1
10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23,16
10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246,150
10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799,1101
10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12,10
10004492,Office Supplies,Binders,Tuf-Vin Binders,75,53
10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49,40
10002552,Office Supplies,Paper,Xerox 1958,12,8
10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70,44
10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35,31
10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131,105
10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57,44
10001947,Office Supplies,Paper,Xerox 1974,9,6
10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39,26
10004249,Office Supplies,Appliances,Staple holder,35,27
10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199,930
10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27,16
10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004,699
10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9,6
10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28,24
10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336,908
10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113,85
10000157,Office Supplies,Paper,Xerox 191,139,113
10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95,58
10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383,293
10003845,Office Supplies,Paper,Xerox 1987,5,4
10001573,Office Supplies,Art,American Pencil,9,7
10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15,11
10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196,156
10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56,46
10000918,Office Supplies,Storage,Crate-A-Files,32,21
10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866,739
10003347,Furniture,Furnishings,Coloredge Poster Frame,28,24
10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287,226
10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69,48
10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6,5
10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189,127
10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4,3
10003306,Office Supplies,Storage,Letter Size Cart,714,432
10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4,3
10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247,204
10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007,788
10002230,Office Supplies,Paper,Xerox 1897,31,21
10003396,Furniture,Chairs,Global Deluxe Steno Chair,207,170
10000246,Furniture,Furnishings,Aluminum Document Frame,12,8
10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194,134
10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70,49
10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91,65
10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242,218
10001317,Office Supplies,Labels,Avery 520,22,19
10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2,2
10000588,Office Supplies,Art,Newell 345,59,42
10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161,129
10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263,211
10003156,Office Supplies,Art,50 Colored Long Pencils,30,24
10004974,Office Supplies,Art,Newell 342,9,7
10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35,24
10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665,457
10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63,45
10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129,93
10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747,537
10001415,Office Supplies,Envelopes,Staple envelope,8,5
10002472,Office Supplies,Appliances,3M Office Air Cleaner,103,66
10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899,677
10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51,31
10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272,967
10000315,Office Supplies,Binders,Poly Designer Cover & Back,28,20
10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185,160
10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78,54
10002824,Furniture,Bookcases,Bush Mission Pointe Library,205,146
10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4,3
10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55,47
10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340,281
10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222,161
10002680,Technology,Phones,Samsung Galaxy Note 3,703,530
10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92,63
10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62,53
10003465,Office Supplies,Paper,Xerox 1912,94,73
10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95,78
10003045,Office Supplies,Art,Prang Colored Pencils,14,10
10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704,436
10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9,5
10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159,143
10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29,22
10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514,350
10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279,209
10001363,Technology,Phones,Apple iPhone 5S,2735,2104
10000376,Technology,Phones,Square Credit Card Reader,7,5
10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63,54
10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449,311
10003845,Office Supplies,Envelopes,Colored Envelopes,11,9
10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93,77
10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189,139
10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105,91
10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119,71
10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255,165
10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69,43
10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22,19
10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14,13
10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801,697
10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2,1
10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32,24
10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2,2
10003856,Office Supplies,Art,Newell 344,8,6
10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354,4200
10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126,95
10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38,29
10003811,Office Supplies,Art,Newell 327,6,5
10001246,Office Supplies,Art,Newell 317,5,4
10003236,Technology,Copiers,Canon Image Class D660 Copier,2999,2299
10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51,41
10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11,9
10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126,727
10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129,111
10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14,9
10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55,35
10002815,Office Supplies,Fasteners,Staples,22,14
10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683,442
10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36,24
10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666,553
10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52,43
10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190,134
10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47,30
10000984,Technology,Phones,Panasonic KX-TG9471B,979,636
10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16,12
10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42,29
10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10,7
10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152,112
10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283,250
10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468,367
10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380,281
10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58,47
10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100,87
10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66,49
10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41,28
10002986,Office Supplies,Paper,Xerox 1898,13,8
10001935,Office Supplies,Supplies,Staple remover,8,6
10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121,920
10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34,29
10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10,7
10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295,964
10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19,13
10001297,Office Supplies,Labels,Avery 473,20,12
10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335,893
10003441,Office Supplies,Paper,Xerox 226,32,27
10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84,65
10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,9
10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13,11
10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3,2
10002496,Technology,Phones,Cisco SPA301,374,261
10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91,60
10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81,56
10004451,Office Supplies,Paper,Xerox 222,19,14
10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451,385
10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14,12
10003394,Office Supplies,Art,Newell 332,8,6
10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19,15
10001574,Office Supplies,Supplies,Acme Value Line Scissors,7,6
10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8,7
10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51,40
10000586,Technology,Phones,AT&T SB67148 SynJ,105,82
10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6,4
10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294,194
10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84,56
10002005,Office Supplies,Paper,Xerox 225,20,15
10004101,Office Supplies,Paper,Xerox 1894,10,8
10004078,Office Supplies,Art,Newell 312,9,8
10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76,48
10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327,256
10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11,8
10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143,89
10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494,358
10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142,115
10002120,Office Supplies,Paper,Xerox 1889,131,92
10000848,Office Supplies,Binders,Angle-D Ring Binders,3,2
10003092,Technology,Phones,Motorola L804,55,35
10004345,Office Supplies,Labels,Avery 493,15,9
10001204,Office Supplies,Paper,Xerox 1972,8,6
10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728,635
10002949,Office Supplies,Binders,Prestige Round Ring Binders,3,2
10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40,30
10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9,8
10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107,95
10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37,29
10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8,5
10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301,184
10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555,342
10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523,405
10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35,29
10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97,72
10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15,9
10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243,177
10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119,72
10002103,Technology,Phones,Jabra SPEAK 410,300,181
10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17,11
10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392,334
10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18,11
10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122,98
10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15,11
10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18,15
10000585,Office Supplies,Storage,Economy Rollaway Files,330,208
10002787,Office Supplies,Labels,Avery 480,26,16
10001934,Office Supplies,Paper,Xerox 1993,6,5
10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209,174
10003112,Office Supplies,Fasteners,Staples,31,21
10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30,25
10001142,Technology,Accessories,First Data FD10 PIN Pad,316,231
10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103,78
10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113,71
10002827,Office Supplies,Binders,Avery Durable Poly Binders,3,2
10002230,Office Supplies,Envelopes,Airmail Envelopes,134,82
10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724,447
10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23,17
10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381,234
10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30,26
10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23,20
10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108,83
10001954,Office Supplies,Art,Newell 331,19,14
10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61,50
10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38,31
10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2,1
10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27,20
10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82,50
10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182,117
10003305,Office Supplies,Binders,Avery Hanging File Binders,14,11
10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64,47
10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999,6578
10001934,Office Supplies,Labels,Avery 516,14,9
10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191,146
10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104,84
10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36,26
10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166,109
10000743,Office Supplies,Paper,Xerox 1977,33,24
10002312,Office Supplies,Labels,Avery 490,47,40
10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97,71
10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2,2
10001575,Office Supplies,Binders,GBC Linen Binding Covers,18,11
10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209,161
10002774,Furniture,Tables,Laminate Occasional Tables,369,289
10001800,Office Supplies,Paper,Xerox 220,10,6
10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166,112
10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883,766
10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24,18
10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281,199
10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299,199
10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19,13
10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103,74
10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146,120
10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652,1279
10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296,195
10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129,93
10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45,38
10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17,11
10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55,42
10001954,Office Supplies,Paper,Xerox 1964,182,164
10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400,340
10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33,29
10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179,109
10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84,75
10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18,12
10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49,43
10003223,Office Supplies,Labels,Avery 508,11,8
10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3,2
10004971,Office Supplies,Paper,Xerox 196,4,3
10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55,44
10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11,8
10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58,39
10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157,121
10000546,Office Supplies,Binders,Avery Durable Binders,2,2
10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199,774
10001095,Furniture,Tables,Chromcraft Round Conference Tables,383,243
10004484,Office Supplies,Labels,Avery 476,12,8
10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50,35
10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646,411
10004187,Office Supplies,Binders,3-ring staple pack,5,4
10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572,346
10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310,263
10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641,557
10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18,13
10000301,Office Supplies,Binders,GBC Instant Report Kit,32,24
10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40,35
10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34,24
10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32,23
10002335,Furniture,Chairs,Hon GuestStacker Chair,544,484
10003657,Office Supplies,Paper,Xerox 1927,4,2
10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35,28
10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47,36
10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186,147
10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17,11
10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348,296
10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43,29
10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332,203
10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363,896
10001569,Office Supplies,Labels,Avery 499,9,6
10000176,Office Supplies,Paper,Xerox 1887,132,94
10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21,18
10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22,19
10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355,226
10003953,Office Supplies,Paper,Xerox 218,12,9
10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18,14
10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43,32
10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983,1697
10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149,125
10003190,Office Supplies,Art,Newell 32,11,8
10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213,154
10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399,1065
10003651,Office Supplies,Paper,Xerox 1968,5,4
10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3,2
10001394,Furniture,Chairs,Global Leather Executive Chair,1228,927
10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31,23
10003395,Office Supplies,Paper,Xerox 1941,335,226
10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239,215
10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67,43
10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,28
10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37,32
10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15,10
10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301,228
10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180,135
10001557,Technology,Phones,Pyle PMP37LED,191,135
10002085,Technology,Phones,Clarity 53712,65,42
10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35,24
10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23,16
10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265,185
10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51,36
10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9,8
10002578,Office Supplies,Art,Newell 335,11,7
10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186,122
10001294,Office Supplies,Binders,Fellowes Binding Cases,37,29
10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26,18
10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11,8
10004093,Office Supplies,Labels,Avery 486,14,9
10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48,40
10000710,Technology,Accessories,Maxell DVD-RAM Discs,115,101
10002335,Office Supplies,Art,DIXON Oriole Pencils,5,3
10001870,Office Supplies,Paper,Xerox 202,38,34
10001019,Office Supplies,Paper,Xerox 1884,39,29
10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102,67
10003221,Office Supplies,Storage,Staple magnet,21,13
10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23,15
10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191,116
10003958,Office Supplies,Art,Newell 337,5,3
10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59,38
10004272,Office Supplies,Labels,Avery 482,2,1
10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51,39
10004853,Office Supplies,Labels,Avery 483,15,11
10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44,29
10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141,960
10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34,29
10001790,Office Supplies,Paper,Xerox 1910,192,155
10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371,254
10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5,4
10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68,54
10001424,Furniture,Furnishings,Dax Clear Box Frame,17,13
10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13,9
10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83,51
10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,149,106
10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4,4
