ShipmentID,order_id_FK,OrderDate,ShipDate,ShipMode,CustomerID,ProductID
2679,2679,21/1/2018,27/1/2018,Standard Class,18115,10001196
2680,2680,21/1/2018,27/1/2018,Standard Class,18115,10002981
2681,2681,21/1/2018,27/1/2018,Standard Class,18115,10003601
2682,2682,29/6/2018,6/7/2018,Standard Class,11995,10000632
2683,2683,6/9/2017,11/9/2017,Standard Class,16315,10003055
2684,2684,6/9/2017,11/9/2017,Standard Class,16315,10001031
2685,2685,4/8/2017,5/8/2017,First Class,19285,10002003
2686,2686,12/11/2016,14/11/2016,First Class,21895,10003016
2687,2687,30/6/2015,2/7/2015,First Class,19915,10004582
2688,2688,4/12/2018,8/12/2018,Standard Class,12160,10004364
2689,2689,28/8/2017,2/9/2017,Standard Class,12130,10002246
2690,2690,28/8/2017,2/9/2017,Standard Class,12130,10002890
2691,2691,22/1/2017,28/1/2017,Standard Class,10795,10001475
2692,2692,15/10/2015,20/10/2015,Standard Class,12865,10004270
2693,2693,7/2/2017,9/2/2017,First Class,11410,10003465
2694,2694,18/3/2015,23/3/2015,Standard Class,20320,10003626
2695,2695,18/3/2015,23/3/2015,Standard Class,20320,10002412
2696,2696,18/3/2015,23/3/2015,Standard Class,20320,10001804
2697,2697,18/3/2015,23/3/2015,Standard Class,20320,10003183
2698,2698,18/3/2015,23/3/2015,Standard Class,20320,10004270
2699,2699,18/3/2015,23/3/2015,Standard Class,20320,10003112
2700,2700,18/3/2015,23/3/2015,Standard Class,20320,10001986
2701,2701,24/5/2015,30/5/2015,Standard Class,19390,10002319
2702,2702,11/7/2018,13/7/2018,Second Class,16015,10002323
2703,2703,16/6/2018,21/6/2018,Standard Class,10255,10001165
2704,2704,16/6/2018,21/6/2018,Standard Class,10255,10001246
2705,2705,16/6/2018,21/6/2018,Standard Class,10255,10001815
2706,2706,30/1/2016,6/2/2016,Standard Class,12145,10001876
2707,2707,30/1/2016,6/2/2016,Standard Class,12145,10000488
2708,2708,11/12/2016,15/12/2016,Standard Class,14425,10001098
2709,2709,9/10/2018,11/10/2018,First Class,12085,10003577
2710,2710,29/7/2018,1/8/2018,Second Class,14440,10002656
2711,2711,25/4/2015,29/4/2015,Standard Class,16885,10004531
2712,2712,1/12/2016,6/12/2016,Standard Class,11305,10003251
2713,2713,4/12/2015,8/12/2015,Standard Class,12085,10000673
2714,2714,26/8/2018,1/9/2018,Standard Class,20680,10000158
2715,2715,7/9/2015,13/9/2015,Standard Class,13375,10002075
2716,2716,21/12/2018,27/12/2018,Standard Class,20110,10004340
2717,2717,6/12/2015,8/12/2015,Second Class,17185,10002759
2718,2718,4/11/2015,8/11/2015,Second Class,18715,10000585
2719,2719,4/11/2015,8/11/2015,Second Class,18715,10004859
2720,2720,14/4/2017,19/4/2017,Second Class,21400,10001558
2721,2721,4/10/2015,8/10/2015,Standard Class,13135,10004689
2722,2722,4/10/2015,8/10/2015,Standard Class,13135,10002867
2723,2723,7/11/2018,13/11/2018,Standard Class,13915,10003811
2724,2724,7/11/2018,13/11/2018,Standard Class,13915,10000849
2725,2725,22/12/2018,24/12/2018,First Class,19990,10000848
2726,2726,22/12/2018,24/12/2018,First Class,19990,10003072
2727,2727,13/2/2018,19/2/2018,Standard Class,14350,10001547
2728,2728,13/2/2018,19/2/2018,Standard Class,14350,10001838
2729,2729,13/2/2018,19/2/2018,Standard Class,14350,10004017
2730,2730,2/7/2015,6/7/2015,Standard Class,13945,10002923
2731,2731,2/7/2015,6/7/2015,Standard Class,13945,10000716
2732,2732,21/2/2016,23/2/2016,Second Class,15715,10000249
2733,2733,13/11/2016,19/11/2016,Standard Class,16645,10003691
2734,2734,13/11/2016,19/11/2016,Standard Class,16645,10001560
2735,2735,13/11/2016,19/11/2016,Standard Class,16645,10004467
2736,2736,13/11/2016,19/11/2016,Standard Class,16645,10001819
2737,2737,16/4/2018,18/4/2018,First Class,13750,10000157
2738,2738,16/4/2018,18/4/2018,First Class,13750,10004227
2739,2739,25/2/2017,27/2/2017,Second Class,11725,10003134
2740,2740,4/11/2015,8/11/2015,Standard Class,17530,10004671
2741,2741,20/6/2016,25/6/2016,Second Class,20770,10002253
2742,2742,20/6/2016,25/6/2016,Second Class,20770,10002726
2743,2743,7/8/2018,11/8/2018,Second Class,14380,10004571
2744,2744,12/5/2015,17/5/2015,Standard Class,16480,10002228
2745,2745,22/11/2016,26/11/2016,Standard Class,10720,10004127
2746,2746,4/12/2016,8/12/2016,Standard Class,19555,10001553
2747,2747,8/6/2015,14/6/2015,Standard Class,11950,10002758
2748,2748,8/8/2015,11/8/2015,Second Class,21010,10000532
2749,2749,26/5/2015,30/5/2015,Standard Class,14995,10000988
2750,2750,17/4/2016,21/4/2016,Standard Class,14515,10003251
2751,2751,17/4/2016,21/4/2016,Standard Class,14515,10003174
2752,2752,17/4/2016,21/4/2016,Standard Class,14515,10002310
2753,2753,17/4/2016,21/4/2016,Standard Class,14515,10002651
2754,2754,17/4/2016,21/4/2016,Standard Class,14515,10001184
2755,2755,11/6/2017,13/6/2017,Second Class,14020,10002402
2756,2756,11/3/2017,15/3/2017,Standard Class,16135,10004270
2757,2757,11/3/2017,15/3/2017,Standard Class,16135,10001526
2758,2758,26/5/2015,29/5/2015,First Class,13240,10002893
2759,2759,12/10/2018,14/10/2018,First Class,18490,10003709
2760,2760,12/10/2018,14/10/2018,First Class,18490,10001191
2761,2761,22/6/2018,28/6/2018,Standard Class,18925,10003166
2762,2762,22/6/2018,28/6/2018,Standard Class,18925,10003982
2763,2763,22/6/2018,28/6/2018,Standard Class,18925,10004835
2764,2764,15/1/2018,18/1/2018,First Class,19690,10000159
2765,2765,15/1/2018,18/1/2018,First Class,19690,10002945
2766,2766,2/4/2016,7/4/2016,Standard Class,17950,10001242
2767,2767,2/4/2016,7/4/2016,Standard Class,17950,10003038
2768,2768,2/4/2016,7/4/2016,Standard Class,17950,10003289
2769,2769,3/9/2017,10/9/2017,Standard Class,15445,10000918
2770,2770,10/12/2018,12/12/2018,First Class,11680,10001940
2771,2771,22/11/2017,26/11/2017,Standard Class,19585,10002852
2772,2772,11/11/2018,18/11/2018,Standard Class,17755,10004451
2773,2773,21/10/2017,25/10/2017,Standard Class,15745,10004804
2774,2774,21/12/2016,25/12/2016,Standard Class,13855,10003971
2775,2775,17/7/2016,19/7/2016,Second Class,15535,10003159
2776,2776,30/4/2018,5/5/2018,Standard Class,20140,10001935
2777,2777,30/4/2018,5/5/2018,Standard Class,20140,10003433
2778,2778,6/5/2018,8/5/2018,First Class,21295,10004544
2779,2779,20/11/2018,27/11/2018,Standard Class,15025,10001026
2780,2780,11/11/2017,16/11/2017,Standard Class,17005,10001336
2781,2781,5/11/2017,10/11/2017,Standard Class,10285,10003187
2782,2782,9/10/2017,15/10/2017,Standard Class,17965,10004897
2783,2783,21/9/2016,23/9/2016,First Class,12790,10004997
2784,2784,21/9/2016,23/9/2016,First Class,12790,10002763
2785,2785,2/12/2015,6/12/2015,Standard Class,17860,10001588
2786,2786,2/12/2015,6/12/2015,Standard Class,17860,10000940
2787,2787,2/12/2015,6/12/2015,Standard Class,17860,10002759
2788,2788,21/9/2015,22/9/2015,First Class,11650,10000358
2789,2789,21/9/2015,22/9/2015,First Class,11650,10003281
2790,2790,21/9/2015,22/9/2015,First Class,11650,10000029
2791,2791,12/4/2015,17/4/2015,Standard Class,16450,10001557
2792,2792,12/4/2015,17/4/2015,Standard Class,16450,10000576
2793,2793,12/4/2015,17/4/2015,Standard Class,16450,10002764
2794,2794,12/4/2015,17/4/2015,Standard Class,16450,10001337
2795,2795,20/10/2018,27/10/2018,Standard Class,15085,10002257
2796,2796,20/10/2018,27/10/2018,Standard Class,15085,10001019
2797,2797,20/10/2018,27/10/2018,Standard Class,15085,10003364
2798,2798,25/10/2017,28/10/2017,First Class,15595,10000984
2799,2799,1/11/2016,4/11/2016,First Class,14725,10001683
2800,2800,3/11/2018,8/11/2018,Standard Class,13330,10000629
2801,2801,12/5/2016,16/5/2016,Standard Class,12505,10003893
2802,2802,12/5/2016,16/5/2016,Standard Class,12505,10004239
2803,2803,7/9/2016,11/9/2016,Standard Class,12145,10000553
2804,2804,25/7/2016,27/7/2016,Second Class,18025,10004395
2805,2805,25/7/2016,27/7/2016,Second Class,18025,10004782
2806,2806,25/7/2016,27/7/2016,Second Class,18025,10002213
2807,2807,25/7/2016,27/7/2016,Second Class,18025,10001854
2808,2808,16/11/2016,18/11/2016,Second Class,18175,10000157
2809,2809,16/11/2016,18/11/2016,Second Class,18175,10001185
2810,2810,16/11/2016,18/11/2016,Second Class,18175,10001520
2811,2811,16/11/2016,18/11/2016,Second Class,18175,10004145
2812,2812,16/11/2016,18/11/2016,Second Class,18175,10000688
2813,2813,1/9/2016,8/9/2016,Standard Class,12940,10001510
2814,2814,1/9/2016,8/9/2016,Standard Class,12940,10003817
2815,2815,1/9/2016,8/9/2016,Standard Class,12940,10000308
2816,2816,1/9/2016,8/9/2016,Standard Class,12940,10003208
2817,2817,5/5/2017,8/5/2017,First Class,13015,10003784
2818,2818,5/5/2017,8/5/2017,First Class,13015,10003748
2819,2819,31/12/2017,5/1/2018,Standard Class,11620,10002563
2820,2820,18/9/2018,20/9/2018,First Class,12850,10000122
2821,2821,18/9/2018,20/9/2018,First Class,12850,10000352
2822,2822,25/9/2015,30/9/2015,Standard Class,18070,10003270
2823,2823,25/9/2015,30/9/2015,Standard Class,18070,10003272
2824,2824,25/9/2015,30/9/2015,Standard Class,18070,10002982
2825,2825,25/9/2015,30/9/2015,Standard Class,18070,10001509
2826,2826,23/4/2017,26/4/2017,First Class,17740,10002421
2827,2827,23/4/2017,26/4/2017,First Class,17740,10000760
2828,2828,23/4/2017,26/4/2017,First Class,17740,10002923
2829,2829,1/11/2015,5/11/2015,Standard Class,18370,10001128
2830,2830,1/11/2015,5/11/2015,Standard Class,18370,10000673
2831,2831,26/1/2018,31/1/2018,Second Class,11965,10001547
2832,2832,26/1/2018,31/1/2018,Second Class,11965,10001890
2833,2833,11/11/2018,16/11/2018,Standard Class,14725,10003971
2834,2834,11/11/2018,16/11/2018,Standard Class,14725,10000520
2835,2835,11/11/2018,16/11/2018,Standard Class,14725,10000977
2836,2836,9/6/2017,12/6/2017,First Class,21295,10002178
2837,2837,3/9/2016,8/9/2016,Second Class,15400,10001526
2838,2838,14/3/2015,19/3/2015,Standard Class,12325,10003379
2839,2839,31/8/2018,4/9/2018,Second Class,19615,10000100
2840,2840,23/3/2018,27/3/2018,Standard Class,10660,10001809
2841,2841,18/5/2018,22/5/2018,Standard Class,11710,10000387
2842,2842,27/12/2017,31/12/2017,Standard Class,11695,10004853
2843,2843,17/11/2018,20/11/2018,First Class,21865,10001958
2844,2844,10/9/2018,15/9/2018,Standard Class,20560,10003527
2845,2845,8/4/2018,15/4/2018,Standard Class,13345,10003832
2846,2846,8/4/2018,15/4/2018,Standard Class,13345,10001359
2847,2847,28/11/2017,3/12/2017,Standard Class,10780,10002976
2848,2848,2/6/2017,5/6/2017,First Class,16255,10000736
2849,2849,17/12/2018,22/12/2018,Standard Class,21715,10001745
2850,2850,19/3/2017,21/3/2017,Second Class,20935,10000409
2851,2851,19/3/2017,21/3/2017,Second Class,20935,10000221
2852,2852,20/8/2018,20/8/2018,Same Day,13810,10000344
2853,2853,25/7/2018,31/7/2018,Standard Class,19360,10003663
2854,2854,26/8/2017,29/8/2017,First Class,13510,10001215
2855,2855,15/8/2017,17/8/2017,Second Class,12370,10000988
2856,2856,19/5/2018,23/5/2018,Standard Class,20380,10003441
2857,2857,19/5/2018,23/5/2018,Standard Class,20380,10004389
2858,2858,19/5/2018,23/5/2018,Standard Class,20380,10004695
2859,2859,19/5/2018,23/5/2018,Standard Class,20380,10000100
2860,2860,12/8/2018,17/8/2018,Standard Class,19495,10000223
2861,2861,13/8/2018,13/8/2018,Same Day,15370,10001325
2862,2862,13/8/2018,13/8/2018,Same Day,15370,10004249
2863,2863,13/8/2018,13/8/2018,Same Day,15370,10000588
2864,2864,13/8/2018,13/8/2018,Same Day,15370,10000946
2865,2865,10/11/2017,12/11/2017,Second Class,10885,10001225
2866,2866,10/11/2017,12/11/2017,Second Class,10885,10001558
2867,2867,12/6/2018,19/6/2018,Standard Class,16885,10001546
2868,2868,22/3/2015,26/3/2015,Standard Class,11275,10002581
2869,2869,22/3/2015,26/3/2015,Standard Class,11275,10001482
2870,2870,15/6/2018,20/6/2018,Standard Class,20800,10002399
2871,2871,16/11/2018,22/11/2018,Standard Class,20275,10001963
2872,2872,29/12/2018,31/12/2018,First Class,17845,10002988
2873,2873,21/1/2017,23/1/2017,Second Class,20995,10004289
2874,2874,21/1/2017,23/1/2017,Second Class,20995,10000785
2875,2875,15/1/2017,19/1/2017,Standard Class,13240,10003040
2876,2876,15/1/2017,19/1/2017,Standard Class,13240,10001573
2877,2877,15/1/2017,19/1/2017,Standard Class,13240,10000844
2878,2878,19/9/2017,23/9/2017,Second Class,20485,10000756
2879,2879,19/9/2017,23/9/2017,Second Class,20485,10000381
2880,2880,21/2/2015,25/2/2015,Standard Class,21010,10004094
2881,2881,11/11/2017,16/11/2017,Second Class,11260,10001852
2882,2882,30/1/2017,3/2/2017,Standard Class,15490,10000014
2883,2883,18/10/2017,22/10/2017,Standard Class,13915,10003396
2884,2884,18/12/2018,19/12/2018,First Class,13915,10003811
2885,2885,18/12/2018,19/12/2018,First Class,13915,10003172
2886,2886,18/12/2018,19/12/2018,First Class,13915,10000289
2887,2887,2/11/2018,6/11/2018,Standard Class,16630,10000791
2888,2888,29/4/2015,1/5/2015,Second Class,14845,10002304
2889,2889,29/4/2015,1/5/2015,Second Class,14845,10000136
2890,2890,23/10/2018,29/10/2018,Standard Class,16105,10003739
2891,2891,23/10/2018,29/10/2018,Standard Class,16105,10002479
2892,2892,23/10/2018,29/10/2018,Standard Class,16105,10000771
2893,2893,23/10/2018,29/10/2018,Standard Class,16105,10001552
2894,2894,30/3/2015,3/4/2015,Standard Class,16720,10001915
2895,2895,4/1/2017,9/1/2017,Standard Class,13975,10000971
2896,2896,26/4/2016,30/4/2016,Standard Class,19240,10004086
2897,2897,12/9/2016,17/9/2016,Standard Class,18895,10000971
2898,2898,12/9/2016,17/9/2016,Standard Class,18895,10001317
2899,2899,11/9/2018,15/9/2018,Standard Class,12910,10003656
2900,2900,12/6/2017,17/6/2017,Standard Class,12730,10002160
2901,2901,27/6/2017,1/7/2017,Standard Class,16330,10000575
2902,2902,27/6/2017,1/7/2017,Standard Class,16330,10003981
2903,2903,26/9/2015,30/9/2015,Standard Class,12400,10002615
2904,2904,3/11/2018,9/11/2018,Standard Class,12925,10000327
2905,2905,3/11/2018,9/11/2018,Standard Class,12925,10001325
2906,2906,3/11/2018,9/11/2018,Standard Class,12925,10001771
2907,2907,19/2/2018,23/2/2018,Standard Class,17725,10004968
2908,2908,5/11/2016,9/11/2016,Standard Class,21670,10000576
2909,2909,16/6/2015,21/6/2015,Standard Class,12205,10003286
2910,2910,16/6/2015,21/6/2015,Standard Class,12205,10003772
2911,2911,16/6/2015,21/6/2015,Standard Class,12205,10002852
2912,2912,12/10/2016,17/10/2016,Second Class,12925,10002890
2913,2913,12/10/2016,17/10/2016,Second Class,12925,10001308
2914,2914,12/10/2016,17/10/2016,Second Class,12925,10001750
2915,2915,27/8/2018,30/8/2018,First Class,20110,10003338
2916,2916,23/11/2017,23/11/2017,Same Day,17200,10002763
2917,2917,23/11/2017,23/11/2017,Same Day,17200,10002088
2918,2918,23/11/2017,23/11/2017,Same Day,17200,10003976
2919,2919,30/1/2018,30/1/2018,Same Day,17920,10001511
2920,2920,30/11/2016,3/12/2016,Second Class,13270,10000301
2921,2921,28/6/2015,4/7/2015,Standard Class,19630,10003495
2922,2922,2/9/2015,5/9/2015,First Class,16195,10001303
2923,2923,2/9/2015,5/9/2015,First Class,16195,10002116
2924,2924,10/7/2018,14/7/2018,Second Class,11155,10000771
2925,2925,4/6/2018,10/6/2018,Standard Class,11995,10002255
2926,2926,19/10/2018,26/10/2018,Standard Class,21550,10004995
2927,2927,18/11/2018,24/11/2018,Standard Class,17320,10002597
2928,2928,8/8/2016,8/8/2016,Same Day,21220,10004970
2929,2929,8/8/2016,8/8/2016,Same Day,21220,10002557
2930,2930,8/8/2016,8/8/2016,Same Day,21220,10000785
2931,2931,6/12/2017,12/12/2017,Standard Class,14710,10002310
2932,2932,6/12/2017,12/12/2017,Standard Class,14710,10002834
2933,2933,6/12/2017,12/12/2017,Standard Class,14710,10000927
2934,2934,6/12/2017,12/12/2017,Standard Class,14710,10001636
2935,2935,6/12/2017,12/12/2017,Standard Class,14710,10001736
2936,2936,6/12/2017,12/12/2017,Standard Class,14710,10000482
2937,2937,6/12/2017,12/12/2017,Standard Class,14710,10001658
2938,2938,25/3/2018,31/3/2018,Standard Class,16150,10000422
2939,2939,25/3/2018,31/3/2018,Standard Class,16150,10004675
2940,2940,25/3/2018,31/3/2018,Standard Class,16150,10002880
2941,2941,19/11/2018,24/11/2018,Standard Class,18100,10000675
2942,2942,19/11/2018,24/11/2018,Standard Class,18100,10002685
2943,2943,4/11/2017,5/11/2017,First Class,17020,10004020
2944,2944,14/12/2018,18/12/2018,Standard Class,18175,10004963
2945,2945,14/12/2018,18/12/2018,Standard Class,18175,10000174
2946,2946,14/12/2018,18/12/2018,Standard Class,18175,10000461
2947,2947,12/11/2018,12/11/2018,Same Day,14140,10001266
2948,2948,12/11/2018,12/11/2018,Same Day,14140,10002160
2949,2949,12/11/2018,12/11/2018,Same Day,14140,10004875
2950,2950,12/11/2018,12/11/2018,Same Day,14140,10000305
2951,2951,12/11/2018,12/11/2018,Same Day,14140,10000347
2952,2952,12/11/2018,12/11/2018,Same Day,14140,10001459
2953,2953,18/8/2017,24/8/2017,Standard Class,14650,10000439
2954,2954,27/6/2018,4/7/2018,Standard Class,17995,10002647
2955,2955,4/5/2018,9/5/2018,Standard Class,20395,10003910
2956,2956,24/12/2016,29/12/2016,Standard Class,16465,10001097
2957,2957,24/12/2016,29/12/2016,Standard Class,16465,10004854
2958,2958,26/4/2018,1/5/2018,Standard Class,19180,10003673
2959,2959,26/4/2018,1/5/2018,Standard Class,19180,10002034
2960,2960,16/12/2018,21/12/2018,Second Class,10555,10002774
2961,2961,16/12/2018,21/12/2018,Second Class,10555,10003817
2962,2962,16/12/2018,21/12/2018,Second Class,10555,10002949
2963,2963,16/12/2018,21/12/2018,Second Class,10555,10002445
2964,2964,27/12/2015,31/12/2015,Standard Class,12640,10001473
2965,2965,27/12/2015,31/12/2015,Standard Class,12640,10002562
2966,2966,6/11/2018,9/11/2018,Second Class,15565,10002118
2967,2967,6/11/2018,9/11/2018,Second Class,15565,10001800
2968,2968,6/11/2018,9/11/2018,Second Class,15565,10002827
2969,2969,6/11/2018,9/11/2018,Second Class,15565,10004671
2970,2970,6/11/2018,9/11/2018,Second Class,15565,10000736
2971,2971,16/12/2018,20/12/2018,Standard Class,10510,10004656
2972,2972,7/5/2016,12/5/2016,Standard Class,10675,10001095
2973,2973,7/5/2016,12/5/2016,Standard Class,10675,10000213
2974,2974,4/12/2018,4/12/2018,Same Day,13045,10001797
2975,2975,3/10/2018,8/10/2018,Second Class,15040,10002214
2976,2976,13/1/2015,16/1/2015,Second Class,18370,10000422
2977,2977,12/6/2016,17/6/2016,Standard Class,14575,10003848
2978,2978,12/6/2016,17/6/2016,Standard Class,14575,10003623
2979,2979,12/7/2015,18/7/2015,Standard Class,12565,10001797
2980,2980,12/7/2015,18/7/2015,Standard Class,12565,10003094
2981,2981,6/12/2015,11/12/2015,Second Class,19960,10002205
2982,2982,6/12/2015,11/12/2015,Second Class,19960,10003238
2983,2983,25/5/2017,30/5/2017,Standard Class,16045,10000755
2984,2984,25/5/2017,30/5/2017,Standard Class,16045,10002893
2985,2985,25/5/2017,30/5/2017,Standard Class,16045,10000689
2986,2986,21/2/2017,26/2/2017,Second Class,17635,10004227
2987,2987,21/2/2017,26/2/2017,Second Class,17635,10000174
2988,2988,21/2/2017,26/2/2017,Second Class,17635,10001809
2989,2989,21/2/2017,26/2/2017,Second Class,17635,10002309
2990,2990,2/10/2017,6/10/2017,Standard Class,21265,10004532
2991,2991,11/3/2018,17/3/2018,Standard Class,17740,10003091
2992,2992,9/9/2017,13/9/2017,Second Class,10735,10004654
2993,2993,14/7/2015,21/7/2015,Standard Class,19150,10000760
2994,2994,21/6/2015,25/6/2015,Standard Class,18400,10001539
2995,2995,21/6/2015,25/6/2015,Standard Class,18400,10000550
2996,2996,21/6/2015,25/6/2015,Standard Class,18400,10003628
2997,2997,21/6/2015,25/6/2015,Standard Class,18400,10004521
2998,2998,21/6/2015,25/6/2015,Standard Class,18400,10003860
2999,2999,21/6/2015,25/6/2015,Standard Class,18400,10000069
3000,3000,5/7/2016,10/7/2016,Standard Class,21730,10003655
3001,3001,16/12/2018,23/12/2018,Standard Class,19810,10001628
3002,3002,8/9/2017,10/9/2017,First Class,17875,10003779
3003,3003,17/5/2015,21/5/2015,Standard Class,19060,10000666
3004,3004,13/10/2018,15/10/2018,First Class,12730,10000828
3005,3005,24/10/2015,29/10/2015,Standard Class,10375,10002706
3006,3006,5/12/2017,6/12/2017,First Class,15160,10004748
3007,3007,25/7/2017,29/7/2017,Standard Class,19525,10000026
3008,3008,17/4/2018,23/4/2018,Standard Class,20425,10000773
3009,3009,17/4/2018,23/4/2018,Standard Class,20425,10000822
3010,3010,17/4/2018,23/4/2018,Standard Class,20425,10001543
3011,3011,17/4/2018,23/4/2018,Standard Class,20425,10003355
3012,3012,17/4/2018,23/4/2018,Standard Class,20425,10002005
3013,3013,17/9/2016,21/9/2016,Standard Class,16975,10004154
3014,3014,23/8/2017,30/8/2017,Standard Class,18115,10002743
3015,3015,23/8/2017,30/8/2017,Standard Class,18115,10004973
3016,3016,23/8/2017,30/8/2017,Standard Class,18115,10002842
3017,3017,8/11/2016,14/11/2016,Standard Class,20095,10002701
3018,3018,8/11/2016,14/11/2016,Standard Class,20095,10001125
3019,3019,8/11/2016,14/11/2016,Standard Class,20095,10004090
3020,3020,8/11/2016,14/11/2016,Standard Class,20095,10001510
3021,3021,17/11/2018,23/11/2018,Standard Class,16000,10002202
3022,3022,8/11/2016,13/11/2016,Standard Class,10450,10001922
3023,3023,8/11/2016,13/11/2016,Standard Class,10450,10001667
3024,3024,22/4/2018,26/4/2018,Standard Class,17800,10001488
3025,3025,24/8/2015,24/8/2015,Same Day,19645,10002799
3026,3026,17/12/2018,21/12/2018,Standard Class,10855,10003846
3027,3027,24/3/2017,28/3/2017,Standard Class,12880,10003691
3028,3028,21/9/2016,27/9/2016,Standard Class,12955,10000468
3029,3029,21/9/2016,27/9/2016,Standard Class,12955,10001044
3030,3030,21/11/2017,26/11/2017,Standard Class,16180,10003833
3031,3031,16/9/2018,21/9/2018,Standard Class,10060,10004355
3032,3032,11/6/2016,16/6/2016,Standard Class,11605,10003038
3033,3033,11/6/2016,16/6/2016,Standard Class,11605,10002799
3034,3034,11/6/2016,16/6/2016,Standard Class,11605,10003582
3035,3035,11/6/2016,16/6/2016,Standard Class,11605,10004451
3036,3036,11/6/2016,16/6/2016,Standard Class,11605,10004666
3037,3037,3/10/2018,8/10/2018,Standard Class,10045,10001520
3038,3038,5/5/2017,9/5/2017,Standard Class,21925,10004270
3039,3039,11/9/2018,12/9/2018,Same Day,16285,10003172
3040,3040,11/9/2018,12/9/2018,Same Day,16285,10002312
3041,3041,11/9/2018,12/9/2018,Same Day,16285,10002320
3042,3042,30/4/2016,2/5/2016,Second Class,11230,10001530
3043,3043,6/11/2018,10/11/2018,Second Class,12430,10001216
3044,3044,6/11/2018,10/11/2018,Second Class,12430,10003127
3045,3045,30/9/2015,4/10/2015,Standard Class,13615,10003910
3046,3046,2/4/2018,4/4/2018,First Class,21475,10004534
3047,3047,2/4/2018,4/4/2018,First Class,21475,10000892
3048,3048,6/10/2018,11/10/2018,Standard Class,18565,10003247
3049,3049,6/10/2018,11/10/2018,Standard Class,18565,10004336
3050,3050,6/10/2018,11/10/2018,Standard Class,18565,10001295
3051,3051,9/4/2017,14/4/2017,Second Class,20350,10002555
3052,3052,9/4/2017,14/4/2017,Second Class,20350,10000831
3053,3053,28/8/2016,1/9/2016,Standard Class,21370,10001046
3054,3054,19/10/2018,24/10/2018,Second Class,15010,10002973
3055,3055,19/10/2018,24/10/2018,Second Class,15010,10001641
3056,3056,19/10/2018,24/10/2018,Second Class,15010,10003878
3057,3057,19/10/2018,24/10/2018,Second Class,15010,10003837
3058,3058,7/11/2017,12/11/2017,Standard Class,13345,10002800
3059,3059,3/3/2018,7/3/2018,Standard Class,19450,10001307
3060,3060,27/11/2016,29/11/2016,First Class,16150,10002350
3061,3061,27/11/2016,29/11/2016,First Class,16150,10000397
3062,3062,13/3/2018,18/3/2018,Second Class,11215,10000615
3063,3063,13/3/2018,18/3/2018,Second Class,11215,10004531
3064,3064,13/3/2018,18/3/2018,Second Class,11215,10004001
3065,3065,13/3/2018,18/3/2018,Second Class,11215,10001534
3066,3066,13/3/2018,18/3/2018,Second Class,11215,10001815
3067,3067,30/11/2018,30/11/2018,Same Day,17755,10003779
3068,3068,17/11/2015,22/11/2015,Standard Class,21895,10002011
3069,3069,17/11/2015,22/11/2015,Standard Class,21895,10002379
3070,3070,17/11/2015,22/11/2015,Standard Class,21895,10003752
3071,3071,3/1/2017,5/1/2017,First Class,16915,10003692
3072,3072,3/10/2016,8/10/2016,Standard Class,11755,10004409
3073,3073,20/7/2015,24/7/2015,Standard Class,16375,10003306
3074,3074,20/7/2015,24/7/2015,Standard Class,16375,10003724
3075,3075,20/7/2015,24/7/2015,Standard Class,16375,10002024
3076,3076,21/5/2015,25/5/2015,Standard Class,11530,10003514
3077,3077,4/9/2018,5/9/2018,First Class,16405,10001800
3078,3078,4/9/2018,5/9/2018,First Class,16405,10003589
3079,3079,27/5/2018,2/6/2018,Standard Class,13480,10003364
3080,3080,27/5/2018,2/6/2018,Standard Class,13480,10002834
3081,3081,28/1/2015,3/2/2015,Standard Class,15340,10000343
3082,3082,9/2/2018,14/2/2018,Standard Class,21415,10004584
3083,3083,9/2/2018,14/2/2018,Standard Class,21415,10002402
3084,3084,9/2/2018,14/2/2018,Standard Class,21415,10000550
3085,3085,9/2/2018,14/2/2018,Standard Class,21415,10000055
3086,3086,31/3/2018,2/4/2018,Second Class,12910,10001591
3087,3087,31/3/2018,2/4/2018,Second Class,12910,10000526
3088,3088,3/3/2017,8/3/2017,Standard Class,11710,10001071
3089,3089,3/3/2017,8/3/2017,Standard Class,11710,10001557
3090,3090,3/3/2017,8/3/2017,Standard Class,11710,10001977
3091,3091,23/8/2016,23/8/2016,Same Day,20995,10004231
3092,3092,23/8/2016,23/8/2016,Same Day,20995,10000809
3093,3093,23/8/2016,23/8/2016,Same Day,20995,10003021
3094,3094,23/8/2016,23/8/2016,Same Day,20995,10000696
3095,3095,27/4/2018,1/5/2018,Standard Class,12805,10001158
3096,3096,27/4/2018,1/5/2018,Standard Class,12805,10002268
3097,3097,14/4/2018,19/4/2018,Standard Class,12355,10000829
3098,3098,14/4/2018,19/4/2018,Standard Class,12355,10003441
3099,3099,22/12/2018,27/12/2018,Second Class,15310,10003505
3100,3100,22/12/2018,27/12/2018,Second Class,15310,10003660
3101,3101,8/12/2017,12/12/2017,Standard Class,16135,10001267
3102,3102,23/3/2018,29/3/2018,Standard Class,14050,10002741
3103,3103,25/7/2017,29/7/2017,Standard Class,16630,10004345
3104,3104,10/7/2018,14/7/2018,Standard Class,14260,10004340
3105,3105,17/7/2017,22/7/2017,Standard Class,10480,10001471
3106,3106,17/7/2017,22/7/2017,Standard Class,10480,10002344
3107,3107,17/7/2017,22/7/2017,Standard Class,10480,10001892
