order_id_PK,OrderID,OrderDate,CustomerID,ProductID,ProductName
788,CA-2016-115938,26/6/2016,20830,10001321,"Decoflex Hanging Personal Folder File, Blue"
789,CA-2016-115938,26/6/2016,20830,10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""
790,CA-2016-115938,26/6/2016,20830,10003199,Office Star - Contemporary Task Swivel Chair
791,CA-2017-105256,20/5/2017,15730,10001530,Cisco Unified IP Phone 7945G VoIP phone
792,CA-2015-156433,20/9/2015,14020,10001569,Avery 499
793,CA-2015-156433,20/9/2015,14020,10003724,"Wirebound Message Book, 4 per Page"
794,CA-2018-151428,21/9/2018,19495,10000546,Avery Durable Binders
795,CA-2016-124653,24/12/2016,13120,10000176,Xerox 1887
796,CA-2016-124653,24/12/2016,13120,10002365,Xerox 1967
797,CA-2016-124653,24/12/2016,13120,10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
798,CA-2016-101910,27/11/2016,11920,10002647,"Situations Contoured Folding Chairs, 4/Set"
799,CA-2018-105809,20/2/2018,14935,10004090,"Executive Impressions 14"" Contract Wall Clock"
800,CA-2018-105809,20/2/2018,14935,10001580,Logitech Mobile Speakerphone P710e - speaker phone
801,CA-2017-136133,18/8/2017,14935,10000576,Belkin 7 Outlet SurgeMaster II
802,CA-2017-115504,12/3/2017,18130,10003953,Xerox 218
803,CA-2018-135783,22/4/2018,14440,10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
804,CA-2015-134313,1/11/2015,19915,10001897,Model L Table or Wall-Mount Pencil Sharpener
805,CA-2015-134313,1/11/2015,19915,10001795,ClearOne CHATAttach 160 - speaker phone
806,CA-2016-140921,3/2/2016,10375,10003347,Coloredge Poster Frame
807,CA-2016-140921,3/2/2016,10375,10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver
808,CA-2015-151995,13/10/2015,21910,10003190,Newell 32
809,CA-2015-151995,13/10/2015,21910,10002903,"Bevis Round Bullnose 29"" High Table Top"
810,CA-2015-151995,13/10/2015,21910,10000240,Belkin F9G930V10-GRY 9 Outlet Surge
811,CA-2015-151995,13/10/2015,21910,10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card
812,CA-2018-143686,14/5/2018,19015,10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
813,CA-2018-143686,14/5/2018,19015,10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
814,CA-2016-106565,20/3/2016,11110,10000061,Xerox 205
815,CA-2017-149370,15/9/2017,13210,10003651,Xerox 1968
816,CA-2015-140858,28/6/2015,12775,10000304,Xerox 1995
817,CA-2015-140858,28/6/2015,12775,10003094,Self-Adhesive Ring Binder Labels
818,CA-2015-140858,28/6/2015,12775,10001394,Global Leather Executive Chair
819,CA-2015-140858,28/6/2015,12775,10004230,GBC Recycled Grain Textured Covers
820,CA-2015-140858,28/6/2015,12775,10003395,Xerox 1941
821,CA-2018-101434,20/6/2018,21325,10002402,Razer Kraken PRO Over Ear PC and Music Headset
822,CA-2018-101434,20/6/2018,21325,10003223,Avery 508
823,US-2015-102071,9/5/2015,18820,10003441,Kingston Digital DataTraveler 32GB USB 2.0
824,US-2015-102071,9/5/2015,18820,10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
825,CA-2018-126956,21/8/2018,14710,10002280,Advantus Plastic Paper Clips
826,CA-2018-126956,21/8/2018,14710,10000381,Acme Forged Steel Scissors with Black Enamel Handles
827,CA-2018-126956,21/8/2018,14710,10004459,Security-Tint Envelopes
828,CA-2018-129462,16/6/2018,15745,10000665,"Global Airflow Leather Mesh Back Chair, Black"
829,CA-2018-129462,16/6/2018,15745,10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum"
830,CA-2018-129462,16/6/2018,15745,10001557,Pyle PMP37LED
831,CA-2018-129462,16/6/2018,15745,10002085,Clarity 53712
832,CA-2017-165316,23/7/2017,15400,10002956,Boston 16801 Nautilus Battery Pencil Sharpener
833,CA-2017-165316,23/7/2017,15400,10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
834,CA-2017-165316,23/7/2017,15400,10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer
835,US-2015-115987,8/9/2015,17020,10001071,GBC ProClick Punch Binding System
836,US-2018-156083,4/11/2018,15175,10001560,"Adams Telephone Message Books, 5 1/4” x 11”"
837,US-2017-137547,7/3/2017,13705,10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
838,CA-2016-100454,20/11/2016,11650,10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener
839,CA-2016-100454,20/11/2016,11650,10002578,Newell 335
840,CA-2016-100454,20/11/2016,11650,10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases
841,CA-2017-161669,7/11/2017,14095,10001294,Fellowes Binding Cases
842,CA-2017-161669,7/11/2017,14095,10001636,Ibico Plastic and Wire Spiral Binding Combs
843,CA-2017-161669,7/11/2017,14095,10002503,Acme Preferred Stainless Steel Scissors
844,CA-2017-161669,7/11/2017,14095,10004093,Avery 486
845,CA-2016-114300,13/10/2016,10885,10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
846,CA-2016-114300,13/10/2016,10885,10001891,Global Deluxe Office Fabric Chairs
847,CA-2018-107503,1/1/2018,14725,10003878,"Linden 10"" Round Wall Clock, Black"
848,CA-2015-107755,7/2/2015,12760,10000710,Maxell DVD-RAM Discs
849,CA-2017-152534,20/6/2017,13105,10002335,DIXON Oriole Pencils
850,CA-2017-152534,20/6/2017,13105,10001870,Xerox 202
851,CA-2017-113747,28/5/2017,21670,10003373,"Boston School Pro Electric Pencil Sharpener, 1670"
852,CA-2017-123274,19/2/2017,14710,10004090,"Executive Impressions 14"" Contract Wall Clock"
853,CA-2017-123274,19/2/2017,14710,10000736,Carina Double Wide Media Storage Towers in Natural & Black
854,CA-2015-125612,3/8/2015,11260,10001019,Xerox 1884
855,CA-2015-125612,3/8/2015,11260,10002537,Acme Box Cutter Scissors
856,CA-2015-125612,3/8/2015,11260,10003221,Staple magnet
857,CA-2018-161984,10/4/2018,20125,10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
858,CA-2018-161984,10/4/2018,20125,10000624,OIC Binder Clips
859,CA-2015-133851,9/6/2015,12445,10001225,Staple remover
860,CA-2015-133851,9/6/2015,12445,10003752,Deluxe Chalkboard Eraser Cleaner
861,CA-2017-134474,5/1/2017,10795,10001714,Logitech MX Performance Wireless Mouse
862,CA-2017-134474,5/1/2017,10795,10003958,Newell 337
863,CA-2017-134474,5/1/2017,10795,10002923,"Logitech B530 USB Headset - headset - Full size, Binaural"
864,CA-2015-149020,10/1/2015,10780,10004272,Avery 482
865,CA-2015-149020,10/1/2015,10780,10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
866,CA-2017-134362,29/9/2017,16945,10004853,Avery 483
867,CA-2015-136742,6/4/2015,14740,10003719,Large Capacity Hanging Post Binders
868,CA-2017-158099,3/9/2017,18910,10000545,GBC Ibimaster 500 Manual ProClick Binding System
869,CA-2017-158099,3/9/2017,18910,10002496,Cisco SPA301
870,CA-2016-131128,19/10/2016,21520,10003591,Southworth 100% Cotton The Best Paper
871,CA-2015-148488,10/12/2015,20005,10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
872,CA-2015-148488,10/12/2015,20005,10000315,Poly Designer Cover & Back
873,CA-2018-114636,25/8/2018,14725,10001790,Xerox 1910
874,CA-2017-116736,17/1/2017,12430,10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
875,CA-2017-116736,17/1/2017,12430,10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
876,CA-2017-116736,17/1/2017,12430,10002049,Logitech G19 Programmable Gaming Keyboard
877,US-2015-158638,17/9/2015,10765,10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
878,CA-2018-111689,30/11/2018,14815,10003984,Lock-Up Easel 'Spel-Binder'
879,CA-2018-111689,30/11/2018,14815,10004287,SAFCO Arco Folding Chair
880,CA-2016-129098,9/10/2016,13090,10001321,"Decoflex Hanging Personal Folder File, Blue"
881,US-2018-123463,23/12/2018,14470,10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
882,CA-2017-165148,22/10/2017,19135,10000732,Eldon 200 Class Desk Accessories
883,CA-2015-134061,29/4/2015,16840,10001424,Dax Clear Box Frame
884,CA-2016-143602,25/4/2016,15595,10002071,Fellowes Black Plastic Comb Bindings
885,CA-2018-115364,26/6/2018,18730,10002486,Eldon Shelf Savers Cubes and Bins
886,CA-2018-150707,14/10/2018,13735,10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
887,CA-2015-104976,9/12/2015,12760,10003845,Xerox 1987
888,CA-2018-132934,20/6/2018,15475,10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand
889,CA-2018-132934,20/6/2018,15475,10001098,Acco D-Ring Binder w/DublLock
890,CA-2018-133256,26/6/2018,21550,10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
891,CA-2018-133256,26/6/2018,21550,10003158,Fluorescent Highlighters by Dixon
892,CA-2018-133256,26/6/2018,21550,10002660,Nortel Networks T7316 E Nt8 B27
893,CA-2017-105494,10/11/2017,18745,10002205,File Shuttle I and Handi-File
894,CA-2017-105494,10/11/2017,18745,10003364,Binding Machine Supplies
895,CA-2017-140634,3/10/2017,15040,10001099,Staple envelope
896,CA-2015-144407,9/9/2015,17365,10003923,Alphabetical Labels for Top Tab Filing
897,CA-2018-160983,29/10/2018,14530,10002250,Things To Do Today Pad
898,US-2017-114622,10/4/2017,16210,10004716,Wilson Jones Hanging Recycled Pressboard Data Binders
899,CA-2018-150959,11/11/2018,20995,10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
900,CA-2018-150959,11/11/2018,20995,10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder
901,CA-2018-132353,15/9/2018,13060,10004536,Avaya 5420 Digital phone
902,CA-2017-130477,8/4/2017,17140,10002947,Xerox 1923
903,CA-2017-130477,8/4/2017,17140,10002583,Fellowes Neat Ideas Storage Cubes
904,CA-2017-130477,8/4/2017,17140,10000019,Xerox 1931
905,CA-2018-143259,30/12/2018,18865,10003441,"Bush Westfield Collection Bookcases, Fully Assembled"
906,CA-2018-143259,30/12/2018,18865,10004774,Gear Head AU3700S Headset
907,CA-2018-143259,30/12/2018,18865,10003684,Wilson Jones Legal Size Ring Binders
908,CA-2018-137596,2/9/2018,11335,10001494,Polycom CX600 IP Phone VoIP phone
909,CA-2018-137596,2/9/2018,11335,10004666,Maxell iVDR EX 500GB Cartridge
910,CA-2018-137596,2/9/2018,11335,10003816,Fellowes High-Stak Drawer Files
911,CA-2016-133627,31/5/2016,20050,10001935,3M Hangers With Command Adhesive
912,CA-2018-102519,27/11/2018,11650,10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
913,CA-2018-102519,27/11/2018,11650,10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
914,US-2015-141215,15/6/2015,16555,10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
915,US-2015-141215,15/6/2015,16555,10003379,Global Commerce Series High-Back Swivel/Tilt Chairs
916,US-2015-141215,15/6/2015,16555,10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings
917,CA-2017-165218,5/3/2017,19630,10000056,Cameo Buff Policy Envelopes
918,CA-2017-165218,5/3/2017,19630,10001558,Acco Perma 4000 Stacking Storage Drawers
919,CA-2015-138296,5/12/2015,19825,10002444,Recycled Eldon Regeneration Jumbo File
920,CA-2016-111164,11/4/2016,20110,10002473,Maxell 4.7GB DVD-R
921,CA-2016-111164,11/4/2016,20110,10004531,OtterBox Commuter Series Case - iPhone 5 & 5s
922,CA-2016-111164,11/4/2016,20110,10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center
923,CA-2017-149797,15/9/2017,10075,10003650,GBC DocuBind 300 Electric Binding Machine
924,CA-2015-132962,13/9/2015,15535,10003543,Xerox 1985
925,CA-2015-132962,13/9/2015,15535,10004353,Hypercom P1300 Pinpad
926,CA-2016-115091,5/10/2016,15760,10000658,Newell 324
927,CA-2016-115091,5/10/2016,15760,10000696,Holmes Odor Grabber
928,CA-2018-144932,14/4/2018,10165,10003560,Zebra Zazzle Fluorescent Highlighters
929,CA-2018-144932,14/4/2018,10165,10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
930,CA-2018-144932,14/4/2018,10165,10004971,Xerox 196
931,CA-2018-114216,2/9/2018,19300,10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
932,CA-2017-140081,20/6/2017,12040,10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"
933,CA-2017-140081,20/6/2017,12040,10004826,JM Magazine Binder
934,CA-2017-140081,20/6/2017,12040,10001870,Xerox 202
935,CA-2017-140081,20/6/2017,12040,10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
936,US-2018-111745,5/11/2018,19885,10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
937,CA-2016-148250,13/12/2016,19270,10000289,Xerox 213
938,CA-2016-148250,13/12/2016,19270,10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
939,CA-2017-105760,19/6/2017,16255,10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
940,CA-2017-142958,13/12/2017,19630,10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
941,CA-2017-142958,13/12/2017,19630,10000577,Bretford CR4500 Series Slim Rectangular Table
942,CA-2016-120880,29/5/2016,15850,10004101,Xerox 1894
943,CA-2016-120880,29/5/2016,15850,10001496,Standard Rollaway File with Lock
944,CA-2016-120880,29/5/2016,15850,10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
945,US-2016-140200,26/7/2016,12775,10002356,Bevis Boat-Shaped Conference Table
946,US-2018-110576,28/11/2018,19795,10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
947,US-2018-110576,28/11/2018,19795,10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
948,US-2018-110576,28/11/2018,19795,10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
949,US-2018-110576,28/11/2018,19795,10000788,Xerox 210
950,US-2018-110576,28/11/2018,19795,10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
951,CA-2018-131156,3/4/2018,16360,10001940,Staple-based wall hangings
952,CA-2018-136539,28/12/2018,14665,10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners
953,CA-2018-136539,28/12/2018,14665,10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
954,CA-2018-119305,30/11/2018,20275,10000604,Home/Office Personal File Carts
955,CA-2018-102414,15/5/2018,15970,10002923,"Logitech B530 USB Headset - headset - Full size, Binaural"
956,CA-2018-102414,15/5/2018,15970,10004465,Avery Durable Slant Ring Binders
957,CA-2018-102414,15/5/2018,15970,10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"
958,CA-2016-112571,22/9/2016,12925,10004188,Luxo Professional Combination Clamp-On Lamps
959,CA-2018-152142,14/11/2018,16990,10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
960,CA-2016-160059,27/11/2016,21190,10000145,Zipper Ring Binder Pockets
961,CA-2017-120859,1/9/2017,12805,10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
962,CA-2015-127488,22/9/2015,17365,10001613,Avery File Folder Labels
963,CA-2018-135279,9/4/2018,11800,10004055,Color-Coded Legal Exhibit Labels
964,CA-2018-135279,9/4/2018,11800,10004344,Bulldog Vacuum Base Pencil Sharpener
965,CA-2018-135279,9/4/2018,11800,10004621,Xerox 212
966,CA-2018-135279,9/4/2018,11800,10001281,Computer Printout Paper with Letter-Trim Fine Perforations
967,CA-2018-135279,9/4/2018,11800,10001613,Avery File Folder Labels
968,CA-2018-135279,9/4/2018,11800,10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
969,CA-2015-115791,16/1/2015,13315,10001095,DAX Black Cherry Wood-Tone Poster Frame
970,CA-2015-115791,16/1/2015,13315,10004614,AT&T 841000 Phone
971,CA-2015-115791,16/1/2015,13315,10001575,GBC Linen Binding Covers
972,CA-2015-115791,16/1/2015,13315,10001074,Round Specialty Laser Printer Labels
973,US-2018-103247,5/10/2018,19195,10003555,Motorola HK250 Universal Bluetooth Headset
974,US-2018-103247,5/10/2018,19195,10004492,Tuf-Vin Binders
975,US-2018-100209,9/7/2018,20995,10002012,Wilson Jones Easy Flow II Sheet Lifters
976,CA-2018-159366,7/1/2018,11110,10000822,Lexmark MX611dhe Monochrome Laser Printer
977,CA-2017-145499,30/5/2017,19690,10000848,Angle-D Ring Binders
978,CA-2016-157035,9/12/2016,16600,10004156,Xerox 188
979,CA-2017-144939,3/10/2017,13870,10003199,Office Star - Contemporary Task Swivel Chair
980,CA-2015-163419,11/11/2015,21580,10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
981,CA-2015-163419,11/11/2015,21580,10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
982,CA-2015-163419,11/11/2015,21580,10000665,"Global Airflow Leather Mesh Back Chair, Black"
983,CA-2018-100314,29/9/2018,10630,10001569,Avery 499
984,CA-2018-100314,29/9/2018,10630,10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
985,CA-2018-100314,29/9/2018,10630,10003066,Wasp CCD Handheld Bar Code Reader
986,CA-2016-146829,10/3/2016,21340,10004022,Acco Suede Grain Vinyl Round Ring Binder
987,CA-2018-167899,21/5/2018,15805,10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
988,CA-2018-167899,21/5/2018,15805,10001988,Bulldog Table or Wall-Mount Pencil Sharpener
989,CA-2016-153549,29/3/2016,20155,10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
990,CA-2017-110023,9/9/2017,21610,10001036,Cardinal EasyOpen D-Ring Binders
991,CA-2017-105585,26/8/2017,19735,10002983,Advantus SlideClip Paper Clips
992,CA-2017-105585,26/8/2017,19735,10003625,Xerox 1979
993,CA-2015-117639,21/5/2015,18235,10003925,Fellowes PB300 Plastic Comb Binding Machine
994,CA-2015-117639,21/5/2015,18235,10001530,Cisco Unified IP Phone 7945G VoIP phone
995,CA-2016-162537,28/10/2016,19585,10003862,Laser & Ink Jet Business Envelopes
996,CA-2016-162537,28/10/2016,19585,10004258,Portable Personal File Box
997,CA-2016-162537,28/10/2016,19585,10002885,Magna Visual Magnetic Picture Hangers
998,CA-2016-162537,28/10/2016,19585,10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
999,CA-2017-155488,13/11/2017,14290,10002956,Boston 16801 Nautilus Battery Pencil Sharpener
1000,CA-2016-124891,31/7/2016,19495,10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
1001,CA-2016-124891,31/7/2016,19495,10002903,"Bevis Round Bullnose 29"" High Table Top"
1002,CA-2016-124891,31/7/2016,19495,10004621,Xerox 212
1003,CA-2016-126445,27/8/2016,19945,10000046,Fellowes Super Stor/Drawer Files
1004,CA-2016-111199,13/11/2016,15730,10001790,Xerox 1910
1005,CA-2016-105312,6/11/2016,17815,10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
1006,CA-2016-105312,6/11/2016,17815,10002049,UniKeep View Case Binders
1007,US-2018-106705,26/12/2018,18850,10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
1008,CA-2018-135034,1/8/2018,10735,10003931,JBL Micro Wireless Portable Bluetooth Speaker
1009,CA-2015-158540,24/11/2015,21790,10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
1010,CA-2018-118437,17/6/2018,19165,10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
1011,CA-2018-118437,17/6/2018,19165,10003722,Project Tote Personal File
1012,US-2016-126214,21/12/2016,15880,10003748,Bevis 36 x 72 Conference Tables
1013,US-2016-126214,21/12/2016,15880,10003198,Enermax Acrylux Wireless Keyboard
1014,CA-2016-133025,17/9/2016,17800,10004100,Xerox 216
1015,CA-2016-108665,6/7/2016,16225,10002191,G.E. Halogen Desk Lamp Bulbs
1016,CA-2016-108665,6/7/2016,16225,10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
1017,CA-2016-108665,6/7/2016,16225,10004188,OtterBox Commuter Series Case - Samsung Galaxy S4
1018,CA-2016-108665,6/7/2016,16225,10001526,Iceberg Mobile Mega Data/Printer Cart
1019,CA-2016-124450,27/4/2016,14710,10001166,Staples in misc. colors
1020,CA-2016-124450,27/4/2016,14710,10000309,Global Comet Stacking Arm Chair
1021,CA-2016-124450,27/4/2016,14710,10004212,Cisco SPA525G2 5-Line IP Phone
1022,CA-2016-167269,16/6/2016,19150,10003072,Peel & Seel Envelopes
1023,CA-2018-106964,17/12/2018,14770,10000320,GBC Plastic Binding Combs
1024,CA-2017-126529,11/1/2017,13255,10001166,Xerox 2
1025,CA-2017-126529,11/1/2017,13255,10003656,Xerox 1935
1026,CA-2017-126529,11/1/2017,13255,10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
1027,CA-2015-163552,11/7/2015,16780,10000474,Easy-staple paper
1028,CA-2015-163552,11/7/2015,16780,10003885,Cisco SPA508G
1029,CA-2015-163552,11/7/2015,16780,10003379,Global Commerce Series High-Back Swivel/Tilt Chairs
1030,CA-2015-163552,11/7/2015,16780,10000629,9-3/4 Diameter Round Wall Clock
1031,CA-2015-163552,11/7/2015,16780,10001175,Avery 514
1032,CA-2017-109820,20/11/2017,10390,10000955,Southworth 25% Cotton Granite Paper & Envelopes
1033,CA-2017-109820,20/11/2017,10390,10003460,Acco 3-Hole Punch
1034,CA-2017-109820,20/11/2017,10390,10000474,Avery Recycled Flexi-View Covers for Binding Systems
1035,CA-2017-113061,22/4/2017,13735,10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
1036,CA-2016-127418,13/6/2016,15445,10003707,Aluminum Screw Posts
1037,CA-2018-121818,20/11/2018,15430,10000203,Newell 336
1038,CA-2018-121818,20/11/2018,15430,10004790,Staples in misc. colors
1039,CA-2017-127670,20/3/2017,19660,10001095,Chromcraft Round Conference Tables
1040,CA-2017-102981,6/9/2017,17500,10004761,Maxell 4.7GB DVD+RW 3/Pack
1041,CA-2017-102981,6/9/2017,17500,10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
1042,CA-2018-115651,9/7/2018,18640,10001130,"Quartet Alpha White Chalk, 12/Pack"
1043,CA-2018-115651,9/7/2018,18640,10000055,Belkin F9S820V06 8 Outlet Surge
1044,CA-2018-152702,12/10/2018,20710,10002304,"Global Stack Chair without Arms, Black"
1045,CA-2017-169103,8/3/2017,21910,10001530,Cisco Unified IP Phone 7945G VoIP phone
1046,CA-2017-169103,8/3/2017,21910,10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
1047,CA-2015-139192,27/5/2015,16885,10000486,Plantronics HL10 Handset Lifter
1048,CA-2015-139192,27/5/2015,16885,10001606,Logitech Wireless Performance Mouse MX for PC and Mac
1049,US-2016-153500,3/7/2016,13300,10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
1050,US-2016-153500,3/7/2016,13300,10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
1051,US-2016-153500,3/7/2016,13300,10004460,"Howard Miller 12"" Round Wall Clock"
1052,CA-2016-110667,4/4/2016,18595,10000716,DIXON Ticonderoga Erasable Checking Pencils
1053,CA-2016-110667,4/4/2016,18595,10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
1054,CA-2016-110667,4/4/2016,18595,10002735,GBC Prestige Therm-A-Bind Covers
1055,CA-2016-110667,4/4/2016,18595,10003529,Avery Round Ring Poly Binders
1056,CA-2018-167150,10/12/2018,11185,10001097,Avery Hole Reinforcements
1057,CA-2018-167150,10/12/2018,11185,10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
1058,CA-2017-105284,24/11/2017,17650,10001754,Stockwell Gold Paper Clips
1059,US-2016-125374,23/3/2016,16060,10003396,Global Deluxe Steno Chair
1060,CA-2016-161263,16/4/2016,21160,10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
1061,CA-2016-161263,16/4/2016,21160,10004838,"Super Bands, 12/Pack"
1062,CA-2016-161263,16/4/2016,21160,10004757,Crayola Colored Pencils
1063,CA-2016-161263,16/4/2016,21160,10002115,Plantronics 81402
1064,CA-2016-161263,16/4/2016,21160,10003059,Assorted Color Push Pins
1065,CA-2016-161263,16/4/2016,21160,10004330,"GBC Velobind Prepunched Cover Sets, Regency Series"
1066,CA-2017-157686,1/10/2017,11620,10001146,"Global Value Mid-Back Manager's Chair, Gray"
1067,US-2018-139955,28/9/2018,12160,10001935,Staple remover
1068,US-2016-150161,25/7/2016,19795,10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern
1069,CA-2016-144652,20/11/2016,20560,10003732,Newell 333
1070,CA-2017-152814,28/4/2017,14005,10001970,Xerox 1881
1071,CA-2018-106943,14/11/2018,14305,10003669,3M Organizer Strips
1072,CA-2017-134348,12/11/2017,17710,10003727,Avery Durable Slant Ring Binders With Label Holder
1073,CA-2017-134348,12/11/2017,17710,10004967,Round Ring Binders
1074,CA-2017-134348,12/11/2017,17710,10003447,Micropad Numeric Keypads
1075,CA-2017-161781,29/9/2017,12100,10000255,Newell 328
1076,CA-2018-132521,23/9/2018,13540,10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
1077,CA-2018-132521,23/9/2018,13540,10001325,Sterilite Officeware Hinged File Box
1078,CA-2018-132521,23/9/2018,13540,10000404,Avery Printable Repositionable Plastic Tabs
1079,CA-2016-110016,29/11/2016,11395,10000349,Easy-staple paper
1080,CA-2016-110016,29/11/2016,11395,10002880,"Global High-Back Leather Tilter, Burgundy"
1081,US-2017-143819,1/3/2017,16270,10001095,Chromcraft Round Conference Tables
1082,US-2017-143819,1/3/2017,16270,10003127,Easy-staple paper
1083,US-2017-143819,1/3/2017,16270,10003208,Adjustable Depth Letter/Legal Cart
1084,US-2017-143819,1/3/2017,16270,10003979,Ativa V4110MDD Micro-Cut Shredder
1085,CA-2017-167584,12/8/2017,16870,10000029,Xerox 224
1086,CA-2017-166163,15/8/2017,12745,10004896,Nokia Lumia 521 (T-Mobile)
1087,CA-2017-166163,15/8/2017,12745,10000452,Avery 488
1088,CA-2018-158407,4/6/2018,16990,10001967,Telescoping Adjustable Floor Lamp
1089,CA-2018-158407,4/6/2018,16990,10001819,Innergie mMini Combo Duo USB Travel Charging Kit
1090,CA-2016-143490,6/12/2016,18325,10002952,Stanley Contemporary Battery Pencil Sharpeners
1091,CA-2016-143490,6/12/2016,18325,10000576,AT&T 1080 Corded phone
1092,CA-2016-165085,27/12/2016,11485,10000605,Xerox 1950
1093,CA-2016-165085,27/12/2016,11485,10002518,Kensington 7 Outlet MasterPiece Power Center
1094,CA-2018-160423,21/1/2018,19045,10004340,"Fellowes Mobile File Cart, Black"
