order_detail_id;order_id_FK;ProductID;Quantity
2361;2361;10004864;14
2362;2362;10004540;14
2363;2363;10004965;17
2364;2364;10001714;14
2365;2365;10002464;9
2366;2366;10002298;17
2367;2367;10000315;4
2368;2368;10004353;17
2369;2369;10004973;2
2370;2370;10000936;15
2371;2371;10001609;15
2372;2372;10000785;7
2373;2373;10000053;8
2374;2374;10001718;20
2375;2375;10004768;14
2376;2376;10003883;18
2377;2377;10004248;2
2378;2378;10002581;15
2379;2379;10004848;8
2380;2380;10002403;20
2381;2381;10003087;11
2382;2382;10002026;15
2383;2383;10000141;1
2384;2384;10000971;3
2385;2385;10001229;10
2386;2386;10002437;15
2387;2387;10004255;4
2388;2388;10001184;9
2389;2389;10002637;6
2390;2390;10002878;18
2391;2391;10000588;17
2392;2392;10002217;7
2393;2393;10001267;3
2394;2394;10004041;8
2395;2395;10001613;5
2396;2396;10000246;14
2397;2397;10001809;13
2398;2398;10002214;9
2399;2399;10000649;12
2400;2400;10001990;9
2401;2401;10000780;6
2402;2402;10002049;4
2403;2403;10003555;8
2404;2404;10000702;12
2405;2405;10003631;6
2406;2406;10003072;18
2407;2407;10000758;5
2408;2408;10000992;15
2409;2409;10004187;2
2410;2410;10001947;9
2411;2411;10002356;18
2412;2412;10001714;14
2413;2413;10002824;7
2414;2414;10002842;14
2415;2415;10002082;13
2416;2416;10000112;11
2417;2417;10002289;20
2418;2418;10004171;5
2419;2419;10003656;5
2420;2420;10001560;5
2421;2421;10002473;11
2422;2422;10000632;16
2423;2423;10002645;8
2424;2424;10002975;18
2425;2425;10003784;11
2426;2426;10001617;15
2427;2427;10004415;18
2428;2428;10000240;2
2429;2429;10001935;20
2430;2430;10002439;7
2431;2431;10001536;3
2432;2432;10001532;16
2433;2433;10003057;14
2434;2434;10003708;13
2435;2435;10000849;6
2436;2436;10002259;19
2437;2437;10002597;13
2438;2438;10004614;6
2439;2439;10003748;2
2440;2440;10003217;15
2441;2441;10002399;6
2442;2442;10002973;20
2443;2443;10001336;2
2444;2444;10000461;11
2445;2445;10000988;4
2446;2446;10001809;11
2447;2447;10003963;4
2448;2448;10000081;8
2449;2449;10000149;14
2450;2450;10000605;20
2451;2451;10002399;20
2452;2452;10003038;4
2453;2453;10000344;8
2454;2454;10004093;1
2455;2455;10001683;13
2456;2456;10003455;13
2457;2457;10002578;7
2458;2458;10001763;3
2459;2459;10001597;4
2460;2460;10001524;9
2461;2461;10001553;13
2462;2462;10000576;6
2463;2463;10001317;5
2464;2464;10000726;1
2465;2465;10003306;9
2466;2466;10004983;17
2467;2467;10001291;16
2468;2468;10002107;1
2469;2469;10002213;1
2470;2470;10000692;18
2471;2471;10001190;5
2472;2472;10000682;14
2473;2473;10004545;16
2474;2474;10003057;5
2475;2475;10000198;15
2476;2476;10002833;15
2477;2477;10002557;4
2478;2478;10003656;18
2479;2479;10001097;17
2480;2480;10000912;5
2481;2481;10000617;6
2482;2482;10001658;5
2483;2483;10003856;17
2484;2484;10001837;4
2485;2485;10001473;9
2486;2486;10004285;2
2487;2487;10001835;7
2488;2488;10002245;10
2489;2489;10001457;4
2490;2490;10002885;17
2491;2491;10004086;3
2492;2492;10000895;10
2493;2493;10000225;14
2494;2494;10002370;2
2495;2495;10000056;1
2496;2496;10004817;3
2497;2497;10004483;15
2498;2498;10001892;14
2499;2499;10000546;7
2500;2500;10001294;19
2501;2501;10000248;2
2502;2502;10001228;15
2503;2503;10000151;20
2504;2504;10004351;6
2505;2505;10001293;11
2506;2506;10000675;4
2507;2507;10000580;9
2508;2508;10003470;14
2509;2509;10003116;3
2510;2510;10002429;3
2511;2511;10003280;6
2512;2512;10004540;14
2513;2513;10000585;16
2514;2514;10003001;1
2515;2515;10003975;12
2516;2516;10004559;5
2517;2517;10003223;8
2518;2518;10002651;10
2519;2519;10003177;10
2520;2520;10003442;12
2521;2521;10000977;16
2522;2522;10004078;20
2523;2523;10002550;3
2524;2524;10004965;18
2525;2525;10004209;17
2526;2526;10001526;14
2527;2527;10000788;1
2528;2528;10000595;8
2529;2529;10000829;7
2530;2530;10002676;12
2531;2531;10000844;9
2532;2532;10004459;5
2533;2533;10003499;16
2534;2534;10000513;10
2535;2535;10000895;15
2536;2536;10002555;10
2537;2537;10003312;9
2538;2538;10004086;16
2539;2539;10002759;8
2540;2540;10002191;12
2541;2541;10003450;1
2542;2542;10000248;1
2543;2543;10004804;6
2544;2544;10001337;16
2545;2545;10002255;7
2546;2546;10002624;17
2547;2547;10001878;12
2548;2548;10000452;2
2549;2549;10004665;13
2550;2550;10000088;19
2551;2551;10000029;3
2552;2552;10000369;12
2553;2553;10001590;20
2554;2554;10004909;11
2555;2555;10002287;15
2556;2556;10004357;9
2557;2557;10003766;18
2558;2558;10000046;1
2559;2559;10003190;12
2560;2560;10002787;10
2561;2561;10000387;1
2562;2562;10001291;10
2563;2563;10003116;20
2564;2564;10001308;7
2565;2565;10003954;14
2566;2566;10003282;9
2567;2567;10000576;18
2568;2568;10004441;15
2569;2569;10003759;8
2570;2570;10004145;7
2571;2571;10000293;2
2572;2572;10004955;14
2573;2573;10001071;6
2574;2574;10001990;18
2575;2575;10002734;8
2576;2576;10004587;13
2577;2577;10004337;10
2578;2578;10003072;1
2579;2579;10000380;6
2580;2580;10004833;18
2581;2581;10001847;16
2582;2582;10002103;15
2583;2583;10001137;12
2584;2584;10001476;4
2585;2585;10002045;16
2586;2586;10001505;14
2587;2587;10001433;11
2588;2588;10004671;3
2589;2589;10003569;12
2590;2590;10002807;13
2591;2591;10001597;1
2592;2592;10003296;3
2593;2593;10004632;10
2594;2594;10002310;6
2595;2595;10000078;15
2596;2596;10001752;6
2597;2597;10000026;6
2598;2598;10002573;19
2599;2599;10000349;3
2600;2600;10003356;20
2601;2601;10000362;20
2602;2602;10003878;4
2603;2603;10000591;18
2604;2604;10003727;3
2605;2605;10001635;17
2606;2606;10001317;18
2607;2607;10000577;7
2608;2608;10000248;18
2609;2609;10000955;10
2610;2610;10000221;12
2611;2611;10002304;14
2612;2612;10004886;12
2613;2613;10001525;20
2614;2614;10003663;19
2615;2615;10001294;17
2616;2616;10000369;18
2617;2617;10001300;20
2618;2618;10000876;4
2619;2619;10001404;5
2620;2620;10001972;16
2621;2621;10004722;14
2622;2622;10001494;16
2623;2623;10002500;3
2624;2624;10003800;7
2625;2625;10002399;10
2626;2626;10002210;3
2627;2627;10003196;4
2628;2628;10000477;11
2629;2629;10000076;5
2630;2630;10002017;11
2631;2631;10004287;19
2632;2632;10003829;11
2633;2633;10004728;7
2634;2634;10000046;16
2635;2635;10000697;9
2636;2636;10000848;13
2637;2637;10004691;17
2638;2638;10000595;15
2639;2639;10000927;4
2640;2640;10001289;8
2641;2641;10003092;1
2642;2642;10000206;1
2643;2643;10004270;14
2644;2644;10000948;10
2645;2645;10000223;10
2646;2646;10004665;18
2647;2647;10000215;19
2648;2648;10004467;11
2649;2649;10000829;7
2650;2650;10003712;19
2651;2651;10000062;15
2652;2652;10003404;8
2653;2653;10004233;5
2654;2654;10001272;8
2655;2655;10001175;14
2656;2656;10004030;10
2657;2657;10004287;4
2658;2658;10002834;17
2659;2659;10003055;3
2660;2660;10003460;15
2661;2661;10001569;9
2662;2662;10004534;8
2663;2663;10002954;10
2664;2664;10003832;15
2665;2665;10000474;14
2666;2666;10002774;6
2667;2667;10002765;20
2668;2668;10001144;9
2669;2669;10003761;4
2670;2670;10004665;15
2671;2671;10000078;3
2672;2672;10000357;15
2673;2673;10000422;9
2674;2674;10001205;20
2675;2675;10001116;15
2676;2676;10002931;4
2677;2677;10000546;10
2678;2678;10002049;2
2679;2679;10001196;19
2680;2680;10002981;8
2681;2681;10003601;2
2682;2682;10000632;11
2683;2683;10003055;16
2684;2684;10001031;3
2685;2685;10002003;14
2686;2686;10003016;8
2687;2687;10004582;15
2688;2688;10004364;17
2689;2689;10002246;18
2690;2690;10002890;18
2691;2691;10001475;20
2692;2692;10004270;11
2693;2693;10003465;3
2694;2694;10003626;10
2695;2695;10002412;6
2696;2696;10001804;19
2697;2697;10003183;5
2698;2698;10004270;20
2699;2699;10003112;12
2700;2700;10001986;9
2701;2701;10002319;12
2702;2702;10002323;14
2703;2703;10001165;17
2704;2704;10001246;1
2705;2705;10001815;13
2706;2706;10001876;15
2707;2707;10000488;11
2708;2708;10001098;13
2709;2709;10003577;12
2710;2710;10002656;6
2711;2711;10004531;19
2712;2712;10003251;1
2713;2713;10000673;18
2714;2714;10000158;17
2715;2715;10002075;19
2716;2716;10004340;1
2717;2717;10002759;6
2718;2718;10000585;13
2719;2719;10004859;13
2720;2720;10001558;19
2721;2721;10004689;1
2722;2722;10002867;7
2723;2723;10003811;18
2724;2724;10000849;6
2725;2725;10000848;3
2726;2726;10003072;9
2727;2727;10001547;2
2728;2728;10001838;19
2729;2729;10004017;16
2730;2730;10002923;13
2731;2731;10000716;9
2732;2732;10000249;18
2733;2733;10003691;18
2734;2734;10001560;6
2735;2735;10004467;4
2736;2736;10001819;11
2737;2737;10000157;19
2738;2738;10004227;17
2739;2739;10003134;3
2740;2740;10004671;9
2741;2741;10002253;20
2742;2742;10002726;18
2743;2743;10004571;6
2744;2744;10002228;9
2745;2745;10004127;15
2746;2746;10001553;3
2747;2747;10002758;4
2748;2748;10000532;11
2749;2749;10000988;16
2750;2750;10003251;18
2751;2751;10003174;15
2752;2752;10002310;4
2753;2753;10002651;9
2754;2754;10001184;6
2755;2755;10002402;1
2756;2756;10004270;20
2757;2757;10001526;18
2758;2758;10002893;1
2759;2759;10003709;3
2760;2760;10001191;7
2761;2761;10003166;3
2762;2762;10003982;10
2763;2763;10004835;9
2764;2764;10000159;7
2765;2765;10002945;2
2766;2766;10001242;16
2767;2767;10003038;20
2768;2768;10003289;11
2769;2769;10000918;13
2770;2770;10001940;6
2771;2771;10002852;8
2772;2772;10004451;1
2773;2773;10004804;12
2774;2774;10003971;18
2775;2775;10003159;3
2776;2776;10001935;14
2777;2777;10003433;12
2778;2778;10004544;13
2779;2779;10001026;5
2780;2780;10001336;17
2781;2781;10003187;20
2782;2782;10004897;13
2783;2783;10004997;11
2784;2784;10002763;4
2785;2785;10001588;7
2786;2786;10000940;7
2787;2787;10002759;17
2788;2788;10000358;1
2789;2789;10003281;16
2790;2790;10000029;17
2791;2791;10001557;6
2792;2792;10000576;4
2793;2793;10002764;8
2794;2794;10001337;9
2795;2795;10002257;16
2796;2796;10001019;10
2797;2797;10003364;3
2798;2798;10000984;4
2799;2799;10001683;17
2800;2800;10000629;8
2801;2801;10003893;11
2802;2802;10004239;8
2803;2803;10000553;17
2804;2804;10004395;20
2805;2805;10004782;5
2806;2806;10002213;13
2807;2807;10001854;8
2808;2808;10000157;5
2809;2809;10001185;5
2810;2810;10001520;7
2811;2811;10004145;16
2812;2812;10000688;9
2813;2813;10001510;20
2814;2814;10003817;7
2815;2815;10000308;4
2816;2816;10003208;4
2817;2817;10003784;20
2818;2818;10003748;11
2819;2819;10002563;13
2820;2820;10000122;9
2821;2821;10000352;4
2822;2822;10003270;1
2823;2823;10003272;9
2824;2824;10002982;13
2825;2825;10001509;12
2826;2826;10002421;6
2827;2827;10000760;6
2828;2828;10002923;12
2829;2829;10001128;11
2830;2830;10000673;3
2831;2831;10001547;10
2832;2832;10001890;12
2833;2833;10003971;10
2834;2834;10000520;18
2835;2835;10000977;11
2836;2836;10002178;2
2837;2837;10001526;5
2838;2838;10003379;6
2839;2839;10000100;4
2840;2840;10001809;9
2841;2841;10000387;11
2842;2842;10004853;1
2843;2843;10001958;10
2844;2844;10003527;18
2845;2845;10003832;6
2846;2846;10001359;8
2847;2847;10002976;20
2848;2848;10000736;6
2849;2849;10001745;2
2850;2850;10000409;14
2851;2851;10000221;10
2852;2852;10000344;15
2853;2853;10003663;5
2854;2854;10001215;9
2855;2855;10000988;3
2856;2856;10003441;8
2857;2857;10004389;3
2858;2858;10004695;1
2859;2859;10000100;10
2860;2860;10000223;13
2861;2861;10001325;5
2862;2862;10004249;4
2863;2863;10000588;5
2864;2864;10000946;8
2865;2865;10001225;20
2866;2866;10001558;13
2867;2867;10001546;10
2868;2868;10002581;19
2869;2869;10001482;7
2870;2870;10002399;19
2871;2871;10001963;19
2872;2872;10002988;11
2873;2873;10004289;13
2874;2874;10000785;3
2875;2875;10003040;14
2876;2876;10001573;10
2877;2877;10000844;5
2878;2878;10000756;7
2879;2879;10000381;5
2880;2880;10004094;14
2881;2881;10001852;2
2882;2882;10000014;1
2883;2883;10003396;7
2884;2884;10003811;8
2885;2885;10003172;16
2886;2886;10000289;20
2887;2887;10000791;2
2888;2888;10002304;4
2889;2889;10000136;13
2890;2890;10003739;5
2891;2891;10002479;5
2892;2892;10000771;13
2893;2893;10001552;16
2894;2894;10001915;2
2895;2895;10000971;8
2896;2896;10004086;8
2897;2897;10000971;3
2898;2898;10001317;11
2899;2899;10003656;10
2900;2900;10002160;12
2901;2901;10000575;19
2902;2902;10003981;5
2903;2903;10002615;20
2904;2904;10000327;20
2905;2905;10001325;10
2906;2906;10001771;16
2907;2907;10004968;20
2908;2908;10000576;13
2909;2909;10003286;13
2910;2910;10003772;11
2911;2911;10002852;14
2912;2912;10002890;7
2913;2913;10001308;9
2914;2914;10001750;7
2915;2915;10003338;8
2916;2916;10002763;17
2917;2917;10002088;5
2918;2918;10003976;10
2919;2919;10001511;17
2920;2920;10000301;15
2921;2921;10003495;15
2922;2922;10001303;5
2923;2923;10002116;2
2924;2924;10000771;16
2925;2925;10002255;19
2926;2926;10004995;8
2927;2927;10002597;12
2928;2928;10004970;14
2929;2929;10002557;20
2930;2930;10000785;4
2931;2931;10002310;13
2932;2932;10002834;9
2933;2933;10000927;2
2934;2934;10001636;16
2935;2935;10001736;17
2936;2936;10000482;5
2937;2937;10001658;14
2938;2938;10000422;17
2939;2939;10004675;1
2940;2940;10002880;5
2941;2941;10000675;10
2942;2942;10002685;1
2943;2943;10004020;10
2944;2944;10004963;6
2945;2945;10000174;5
2946;2946;10000461;8
2947;2947;10001266;11
2948;2948;10002160;19
2949;2949;10004875;19
2950;2950;10000305;10
2951;2951;10000347;2
2952;2952;10001459;9
2953;2953;10000439;4
2954;2954;10002647;12
2955;2955;10003910;7
2956;2956;10001097;6
2957;2957;10004854;3
2958;2958;10003673;1
2959;2959;10002034;5
2960;2960;10002774;6
2961;2961;10003817;18
2962;2962;10002949;11
2963;2963;10002445;10
2964;2964;10001473;11
2965;2965;10002562;10
2966;2966;10002118;6
2967;2967;10001800;3
2968;2968;10002827;20
2969;2969;10004671;11
2970;2970;10000736;9
2971;2971;10004656;14
2972;2972;10001095;4
2973;2973;10000213;14
2974;2974;10001797;16
2975;2975;10002214;15
2976;2976;10000422;2
2977;2977;10003848;2
2978;2978;10003623;17
2979;2979;10001797;14
2980;2980;10003094;20
2981;2981;10002205;9
2982;2982;10003238;11
2983;2983;10000755;19
2984;2984;10002893;16
2985;2985;10000689;8
2986;2986;10004227;4
2987;2987;10000174;16
2988;2988;10001809;1
2989;2989;10002309;12
2990;2990;10004532;1
2991;2991;10003091;19
2992;2992;10004654;16
2993;2993;10000760;9
2994;2994;10001539;14
2995;2995;10000550;11
2996;2996;10003628;8
2997;2997;10004521;5
2998;2998;10003860;18
2999;2999;10000069;2
3000;3000;10003655;13
3001;3001;10001628;10
3002;3002;10003779;9
3003;3003;10000666;4
3004;3004;10000828;15
3005;3005;10002706;17
3006;3006;10004748;7
3007;3007;10000026;13
3008;3008;10000773;6
3009;3009;10000822;16
3010;3010;10001543;6
3011;3011;10003355;17
3012;3012;10002005;9
3013;3013;10004154;18
3014;3014;10002743;3
3015;3015;10004973;10
3016;3016;10002842;7
3017;3017;10002701;11
3018;3018;10001125;13
3019;3019;10004090;16
3020;3020;10001510;15
3021;3021;10002202;14
3022;3022;10001922;16
3023;3023;10001667;8
3024;3024;10001488;16
3025;3025;10002799;16
3026;3026;10003846;11
3027;3027;10003691;3
3028;3028;10000468;13
3029;3029;10001044;3
3030;3030;10003833;4
3031;3031;10004355;19
3032;3032;10003038;10
3033;3033;10002799;7
3034;3034;10003582;7
3035;3035;10004451;7
3036;3036;10004666;17
3037;3037;10001520;14
3038;3038;10004270;20
3039;3039;10003172;14
3040;3040;10002312;6
3041;3041;10002320;14
3042;3042;10001530;16
3043;3043;10001216;12
3044;3044;10003127;1
3045;3045;10003910;4
3046;3046;10004534;10
3047;3047;10000892;12
3048;3048;10003247;18
3049;3049;10004336;9
3050;3050;10001295;18
3051;3051;10002555;8
3052;3052;10000831;16
3053;3053;10001046;9
3054;3054;10002973;14
3055;3055;10001641;3
3056;3056;10003878;1
3057;3057;10003837;1
3058;3058;10002800;3
3059;3059;10001307;9
3060;3060;10002350;4
3061;3061;10000397;12
3062;3062;10000615;11
3063;3063;10004531;16
3064;3064;10004001;17
3065;3065;10001534;15
3066;3066;10001815;15
3067;3067;10003779;10
3068;3068;10002011;15
3069;3069;10002379;12
3070;3070;10003752;1
3071;3071;10003692;17
3072;3072;10004409;15
3073;3073;10003306;4
3074;3074;10003724;6
3075;3075;10002024;10
3076;3076;10003514;8
3077;3077;10001800;14
3078;3078;10003589;20
3079;3079;10003364;9
3080;3080;10002834;19
3081;3081;10000343;4
3082;3082;10004584;17
3083;3083;10002402;17
3084;3084;10000550;20
3085;3085;10000055;8
3086;3086;10001591;3
3087;3087;10000526;15
3088;3088;10001071;2
3089;3089;10001557;16
3090;3090;10001977;4
3091;3091;10004231;19
3092;3092;10000809;11
3093;3093;10003021;4
3094;3094;10000696;10
3095;3095;10001158;17
3096;3096;10002268;9
3097;3097;10000829;8
3098;3098;10003441;8
3099;3099;10003505;2
3100;3100;10003660;12
3101;3101;10001267;1
3102;3102;10002741;14
3103;3103;10004345;9
3104;3104;10004340;14
3105;3105;10001471;9
3106;3106;10002344;13
3107;3107;10001892;8
3108;3108;10001934;1
3109;3109;10000078;5
3110;3110;10001972;7
3111;3111;10002504;1
3112;3112;10002160;9
3113;3113;10001973;1
3114;3114;10001492;7
3115;3115;10002189;5
3116;3116;10003312;15
3117;3117;10002496;2
3118;3118;10003464;14
3119;3119;10000380;14
3120;3120;10004593;15
3121;3121;10001308;1
3122;3122;10001780;3
3123;3123;10003816;10
3124;3124;10002200;5
3125;3125;10004438;6
3126;3126;10004090;4
3127;3127;10002602;7
3128;3128;10001142;9
3129;3129;10004977;13
3130;3130;10004586;10
3131;3131;10001116;2
3132;3132;10000666;7
3133;3133;10002583;19
3134;3134;10004908;17
3135;3135;10001219;18
3136;3136;10004568;9
3137;3137;10001756;15
3138;3138;10002311;18
3139;3139;10003650;13
3140;3140;10003628;17
3141;3141;10001547;3
3142;3142;10002647;14
3143;3143;10004495;19
3144;3144;10002923;18
3145;3145;10001374;5
3146;3146;10003441;14
3147;3147;10002043;9
3148;3148;10002049;17
3149;3149;10000418;19
3150;3150;10004908;14
3151;3151;10004091;15
3152;3152;10004600;6
3153;3153;10001289;3
3154;3154;10001539;8
3155;3155;10001266;20
3156;3156;10001291;7
3157;3157;10001314;9
3158;3158;10004040;2
3159;3159;10001539;18
3160;3160;10004483;20
3161;3161;10001615;1
3162;3162;10000327;17
3163;3163;10001299;5
3164;3164;10002246;5
3165;3165;10002671;12
3166;3166;10003833;15
3167;3167;10001667;10
3168;3168;10002003;12
3169;3169;10004465;11
3170;3170;10000665;3
3171;3171;10004956;6
3172;3172;10004260;5
3173;3173;10001811;18
3174;3174;10003280;9
3175;3175;10004911;11
3176;3176;10001487;10
3177;3177;10000521;11
3178;3178;10001271;17
3179;3179;10004728;11
3180;3180;10004666;1
3181;3181;10003208;16
3182;3182;10000632;11
3183;3183;10004773;17
3184;3184;10004700;4
3185;3185;10003714;5
3186;3186;10001787;5
3187;3187;10002957;3
3188;3188;10002115;20
3189;3189;10002557;3
3190;3190;10002949;3
3191;3191;10004100;6
3192;3192;10001883;8
3193;3193;10000702;9
3194;3194;10003196;11
3195;3195;10001644;4
3196;3196;10003183;4
3197;3197;10000308;11
3198;3198;10001526;3
3199;3199;10002103;10
3200;3200;10004209;6
3201;3201;10000397;7
3202;3202;10002137;16
3203;3203;10001867;3
3204;3204;10000407;18
3205;3205;10000420;3
3206;3206;10002726;1
3207;3207;10001415;18
3208;3208;10000773;16
3209;3209;10002350;14
3210;3210;10001919;17
3211;3211;10002082;16
3212;3212;10002762;19
3213;3213;10002800;9
3214;3214;10003925;6
3215;3215;10002200;9
3216;3216;10001295;13
3217;3217;10002500;14
3218;3218;10000892;19
3219;3219;10001838;20
3220;3220;10000735;7
3221;3221;10001760;14
3222;3222;10004846;20
3223;3223;10003567;8
3224;3224;10001557;1
3225;3225;10003038;8
3226;3226;10004459;4
3227;3227;10004960;19
3228;3228;10000632;4
3229;3229;10001107;15
3230;3230;10002301;19
3231;3231;10003355;5
3232;3232;10002903;14
3233;3233;10001580;2
3234;3234;10000315;6
3235;3235;10003774;14
3236;3236;10003095;2
3237;3237;10000023;6
3238;3238;10002214;4
3239;3239;10002799;17
3240;3240;10004912;19
3241;3241;10002602;4
3242;3242;10004510;10
3243;3243;10000060;12
3244;3244;10000799;5
3245;3245;10004875;18
3246;3246;10002085;15
3247;3247;10000992;3
3248;3248;10001473;15
3249;3249;10003045;7
3250;3250;10001536;6
3251;3251;10001580;3
3252;3252;10004209;7
3253;3253;10001613;2
3254;3254;10001676;13
3255;3255;10003712;18
3256;3256;10000285;7
3257;3257;10004609;20
3258;3258;10001314;3
3259;3259;10003395;2
3260;3260;10001242;1
3261;3261;10001641;11
3262;3262;10003816;9
3263;3263;10002230;15
3264;3264;10002660;1
3265;3265;10003171;16
3266;3266;10003709;1
3267;3267;10000304;12
3268;3268;10003709;7
3269;3269;10002774;13
3270;3270;10001046;13
3271;3271;10003495;9
3272;3272;10004685;7
3273;3273;10004757;9
3274;3274;10001615;11
3275;3275;10003349;4
3276;3276;10000127;8
3277;3277;10002881;7
3278;3278;10001109;20
3279;3279;10000682;3
3280;3280;10000221;8
3281;3281;10002429;15
3282;3282;10002375;16
3283;3283;10000595;15
3284;3284;10001530;5
3285;3285;10000050;20
3286;3286;10001552;4
3287;3287;10003399;14
3288;3288;10004078;18
3289;3289;10002189;3
3290;3290;10001852;15
3291;3291;10003638;16
3292;3292;10002428;5
3293;3293;10001036;13
3294;3294;10004708;20
3295;3295;10000488;5
3296;3296;10003656;14
3297;3297;10003656;13
3298;3298;10001128;19
3299;3299;10001473;19
3300;3300;10004656;7
3301;3301;10004955;5
3302;3302;10002468;15
3303;3303;10000576;16
3304;3304;10002160;1
3305;3305;10003628;11
3306;3306;10001116;6
3307;3307;10002026;16
3308;3308;10003691;16
3309;3309;10002602;15
3310;3310;10000675;7
3311;3311;10002602;18
3312;3312;10001900;13
3313;3313;10001468;5
3314;3314;10004648;3
3315;3315;10003190;3
3316;3316;10004868;4
3317;3317;10004287;20
3318;3318;10002689;7
3319;3319;10002892;17
3320;3320;10002253;16
3321;3321;10001359;12
3322;3322;10001267;20
3323;3323;10003582;13
3324;3324;10003724;15
3325;3325;10001033;12
3326;3326;10003505;4
3327;3327;10004959;17
3328;3328;10000474;14
3329;3329;10003095;12
3330;3330;10002963;1
3331;3331;10000203;8
3332;3332;10004667;6
3333;3333;10000193;4
3334;3334;10001539;6
3335;3335;10000962;5
3336;3336;10002867;5
3337;3337;10001158;15
3338;3338;10000675;2
3339;3339;10001307;4
3340;3340;10000011;20
3341;3341;10002666;16
3342;3342;10000735;3
3343;3343;10000174;5
3344;3344;10003156;3
3345;3345;10000474;4
3346;3346;10003712;14
3347;3347;10003280;6
3348;3348;10002916;8
3349;3349;10002726;7
3350;3350;10000895;16
3351;3351;10004152;12
3352;3352;10003694;15
3353;3353;10002160;10
3354;3354;10001685;16
3355;3355;10000773;8
3356;3356;10004510;8
3357;3357;10004569;3
3358;3358;10000672;4
3359;3359;10004451;6
3360;3360;10004738;19
3361;3361;10001940;6
3362;3362;10003966;7
3363;3363;10003072;19
3364;3364;10002245;20
3365;3365;10002598;17
3366;3366;10002225;10
3367;3367;10003832;16
3368;3368;10000822;1
3369;3369;10001242;8
3370;3370;10002445;9
3371;3371;10002372;14
3372;3372;10000376;15
3373;3373;10002965;16
3374;3374;10004950;17
3375;3375;10003166;18
3376;3376;10004610;13
3377;3377;10000320;2
3378;3378;10004030;7
3379;3379;10004147;12
3380;3380;10003535;5
3381;3381;10004586;4
3382;3382;10003208;1
3383;3383;10003112;1
3384;3384;10004447;5
3385;3385;10002854;12
3386;3386;10001039;19
3387;3387;10004239;13
3388;3388;10001530;6
3389;3389;10000038;2
3390;3390;10001765;1
3391;3391;10000380;4
3392;3392;10001128;5
3393;3393;10003656;5
3394;3394;10003441;13
3395;3395;10002923;5
3396;3396;10004359;19
3397;3397;10001511;18
3398;3398;10002833;17
3399;3399;10001940;20
3400;3400;10003919;3
3401;3401;10003479;17
3402;3402;10002965;18
3403;3403;10000145;15
3404;3404;10002191;14
3405;3405;10004451;19
3406;3406;10001471;4
3407;3407;10003656;20
3408;3408;10000940;3
3409;3409;10002319;12
3410;3410;10000977;4
3411;3411;10002676;6
3412;3412;10004970;18
3413;3413;10003971;11
3414;3414;10001574;8
3415;3415;10000665;13
3416;3416;10000891;2
3417;3417;10003790;1
3418;3418;10002217;18
3419;3419;10002215;2
3420;3420;10001972;4
3421;3421;10001525;11
3422;3422;10000988;13
3423;3423;10000174;13
3424;3424;10002041;16
3425;3425;10002246;6
3426;3426;10003327;14
3427;3427;10002703;11
3428;3428;10003651;1
3429;3429;10001617;2
3430;3430;10000145;10
3431;3431;10001670;16
3432;3432;10003849;6
3433;3433;10003849;2
3434;3434;10002041;7
3435;3435;10002214;2
3436;3436;10001078;7
3437;3437;10002137;4
3438;3438;10001415;20
3439;3439;10003849;19
3440;3440;10001713;10
3441;3441;10001505;6
3442;3442;10000474;9
3443;3443;10001919;16
3444;3444;10004001;13
3445;3445;10004785;13
3446;3446;10002406;14
3447;3447;10002988;3
3448;3448;10002415;4
3449;3449;10004236;3
3450;3450;10000657;13
3451;3451;10004996;3
3452;3452;10001109;4
3453;3453;10003832;18
3454;3454;10002393;2
3455;3455;10001359;4
3456;3456;10003628;2
3457;3457;10003012;18
3458;3458;10003903;12
3459;3459;10004675;20
3460;3460;10001990;16
3461;3461;10003842;4
3462;3462;10004695;13
3463;3463;10003039;8
3464;3464;10002045;18
3465;3465;10001019;18
3466;3466;10003724;2
3467;3467;10003673;6
3468;3468;10003614;1
3469;3469;10000785;12
3470;3470;10002926;7
3471;3471;10004633;15
3472;3472;10000977;5
3473;3473;10001635;20
3474;3474;10003056;17
3475;3475;10003363;4
3476;3476;10003954;16
3477;3477;10004415;9
3478;3478;10000455;20
3479;3479;10002456;3
3480;3480;10003569;5
3481;3481;10002813;18
3482;3482;10002890;3
3483;3483;10001522;1
3484;3484;10004086;13
3485;3485;10003774;19
3486;3486;10004507;16
3487;3487;10003208;11
3488;3488;10000659;11
3489;3489;10002305;13
3490;3490;10000990;5
3491;3491;10000665;8
3492;3492;10001932;18
3493;3493;10004487;4
3494;3494;10002160;19
3495;3495;10000420;5
3496;3496;10001989;9
3497;3497;10001149;2
3498;3498;10004101;20
3499;3499;10001714;3
3500;3500;10003716;19
3501;3501;10000369;7
3502;3502;10000756;13
3503;3503;10001608;19
3504;3504;10001166;17
3505;3505;10000587;20
3506;3506;10001972;8
3507;3507;10004123;16
3508;3508;10000112;14
3509;3509;10004041;16
3510;3510;10001149;20
3511;3511;10002323;20
3512;3512;10000130;8
3513;3513;10002350;2
3514;3514;10002518;11
3515;3515;10002645;11
3516;3516;10000773;12
3517;3517;10003845;12
3518;3518;10001580;11
3519;3519;10002345;7
3520;3520;10004120;14
3521;3521;10001838;11
3522;3522;10000148;5
3523;3523;10003476;5
3524;3524;10004833;10
